0.9374058759955192		SimpleArgument(Heavy-duty power tools,List([0, 22)))	Relation(are never in,List([23, 32), [33, 35)))	SimpleArgument(short supply at Milwaukee Electric Tool,List([36, 75)))	Heavy-duty power tools are never in short supply at Milwaukee Electric Tool.
0.896604430840561		SimpleArgument(portable rotary hammers,List([18, 41)))	Relation(branded with,List([49, 56), [57, 61)))	SimpleArgument(a red lightning bolt,List([62, 82)))	The company manufactures and sells heavy-duty and portable cordless drills, impact wrenches, chop saws, and rotary hammers -- all branded with a red lightning bolt.
0.9519590039007286		SimpleArgument(Milwaukee Electric Tool,List([0, 11)))	Relation(sells,List([12, 17)))	SimpleArgument(portable rotary hammers -- all branded with a red lightning bolt,List([18, 82)))	The company manufactures and sells heavy-duty and portable cordless drills, impact wrenches, chop saws, and rotary hammers -- all branded with a red lightning bolt.
0.913197594301744		SimpleArgument(heavy - duty rotary hammers,List([18, 45)))	Relation(branded with,List([53, 60), [61, 65)))	SimpleArgument(a red lightning bolt,List([66, 86)))	The company manufactures and sells heavy-duty and portable cordless drills, impact wrenches, chop saws, and rotary hammers -- all branded with a red lightning bolt.
0.9519590039007286		SimpleArgument(Milwaukee Electric Tool,List([0, 11)))	Relation(sells,List([12, 17)))	SimpleArgument(heavy - duty rotary hammers -- all branded with a red lightning bolt,List([18, 86)))	The company manufactures and sells heavy-duty and portable cordless drills, impact wrenches, chop saws, and rotary hammers -- all branded with a red lightning bolt.
0.896604430840561		SimpleArgument(portable chop saws,List([18, 36)))	Relation(branded with,List([44, 51), [52, 56)))	SimpleArgument(a red lightning bolt,List([57, 77)))	The company manufactures and sells heavy-duty and portable cordless drills, impact wrenches, chop saws, and rotary hammers -- all branded with a red lightning bolt.
0.9519590039007286		SimpleArgument(Milwaukee Electric Tool,List([0, 11)))	Relation(sells,List([12, 17)))	SimpleArgument(portable chop saws -- all branded with a red lightning bolt,List([18, 77)))	The company manufactures and sells heavy-duty and portable cordless drills, impact wrenches, chop saws, and rotary hammers -- all branded with a red lightning bolt.
0.9251282565798027		SimpleArgument(Milwaukee Electric Tool,List([0, 11)))	Relation(sells,List([12, 17)))	SimpleArgument(heavy - duty chop saws,List([18, 40)))	The company manufactures and sells heavy-duty and portable cordless drills, impact wrenches, chop saws, and rotary hammers -- all branded with a red lightning bolt.
0.896604430840561		SimpleArgument(portable cordless drills,List([18, 42)))	Relation(branded with,List([68, 75), [76, 80)))	SimpleArgument(a red lightning bolt,List([81, 101)))	The company manufactures and sells heavy-duty and portable cordless drills, impact wrenches, chop saws, and rotary hammers -- all branded with a red lightning bolt.
0.9519590039007286		SimpleArgument(Milwaukee Electric Tool,List([0, 11)))	Relation(sells,List([12, 17)))	SimpleArgument(portable cordless drills , impact wrenches -- all branded with a red lightning bolt,List([18, 101)))	The company manufactures and sells heavy-duty and portable cordless drills, impact wrenches, chop saws, and rotary hammers -- all branded with a red lightning bolt.
0.913197594301744		SimpleArgument(heavy - duty cordless drills,List([18, 46)))	Relation(branded with,List([72, 79), [80, 84)))	SimpleArgument(a red lightning bolt,List([85, 105)))	The company manufactures and sells heavy-duty and portable cordless drills, impact wrenches, chop saws, and rotary hammers -- all branded with a red lightning bolt.
0.9519590039007286		SimpleArgument(Milwaukee Electric Tool,List([0, 11)))	Relation(sells,List([12, 17)))	SimpleArgument(heavy - duty cordless drills , impact wrenches -- all branded with a red lightning bolt,List([18, 105)))	The company manufactures and sells heavy-duty and portable cordless drills, impact wrenches, chop saws, and rotary hammers -- all branded with a red lightning bolt.
0.38079295167898913		SimpleArgument(all,List([28, 31)))	Relation(branded with,List([32, 39), [40, 44)))	SimpleArgument(a red lightning bolt,List([45, 65)))	The company manufactures and sells heavy-duty and portable cordless drills, impact wrenches, chop saws, and rotary hammers -- all branded with a red lightning bolt.
0.9186941924198344		SimpleArgument(more than 500 tools,List([21, 40)))	Relation(marketed to,List([41, 49), [50, 52)))	SimpleArgument(professional welders,List([53, 73)))	Its lineup comprises more than 500 tools marketed to professional cabinetmakers, carpenters, electricians, plumbers, remodelers, and welders.
0.6381012045821894		SimpleArgument(Its lineup,List([0, 10)))	Relation(comprises,List([11, 20)))	SimpleArgument(more than 500 tools marketed to professional welders,List([21, 73)))	Its lineup comprises more than 500 tools marketed to professional cabinetmakers, carpenters, electricians, plumbers, remodelers, and welders.
0.9186941924198344		SimpleArgument(more than 500 tools,List([21, 40)))	Relation(marketed to,List([41, 49), [50, 52)))	SimpleArgument(professional remodelers,List([53, 76)))	Its lineup comprises more than 500 tools marketed to professional cabinetmakers, carpenters, electricians, plumbers, remodelers, and welders.
0.6381012045821894		SimpleArgument(Its lineup,List([0, 10)))	Relation(comprises,List([11, 20)))	SimpleArgument(more than 500 tools marketed to professional remodelers,List([21, 76)))	Its lineup comprises more than 500 tools marketed to professional cabinetmakers, carpenters, electricians, plumbers, remodelers, and welders.
0.9186941924198344		SimpleArgument(more than 500 tools,List([21, 40)))	Relation(marketed to,List([41, 49), [50, 52)))	SimpleArgument(professional plumbers,List([53, 74)))	Its lineup comprises more than 500 tools marketed to professional cabinetmakers, carpenters, electricians, plumbers, remodelers, and welders.
0.6381012045821894		SimpleArgument(Its lineup,List([0, 10)))	Relation(comprises,List([11, 20)))	SimpleArgument(more than 500 tools marketed to professional plumbers,List([21, 74)))	Its lineup comprises more than 500 tools marketed to professional cabinetmakers, carpenters, electricians, plumbers, remodelers, and welders.
0.9186941924198344		SimpleArgument(more than 500 tools,List([21, 40)))	Relation(marketed to,List([41, 49), [50, 52)))	SimpleArgument(professional electricians,List([53, 78)))	Its lineup comprises more than 500 tools marketed to professional cabinetmakers, carpenters, electricians, plumbers, remodelers, and welders.
0.6381012045821894		SimpleArgument(Its lineup,List([0, 10)))	Relation(comprises,List([11, 20)))	SimpleArgument(more than 500 tools marketed to professional electricians,List([21, 78)))	Its lineup comprises more than 500 tools marketed to professional cabinetmakers, carpenters, electricians, plumbers, remodelers, and welders.
0.9186941924198344		SimpleArgument(more than 500 tools,List([21, 40)))	Relation(marketed to,List([41, 49), [50, 52)))	SimpleArgument(professional carpenters,List([53, 76)))	Its lineup comprises more than 500 tools marketed to professional cabinetmakers, carpenters, electricians, plumbers, remodelers, and welders.
0.6381012045821894		SimpleArgument(Its lineup,List([0, 10)))	Relation(comprises,List([11, 20)))	SimpleArgument(more than 500 tools marketed to professional carpenters,List([21, 76)))	Its lineup comprises more than 500 tools marketed to professional cabinetmakers, carpenters, electricians, plumbers, remodelers, and welders.
0.9990000128746033		SimpleArgument(Its lineup,List([0, 0)))	Relation(comprises,List([0, 0)))	SimpleArgument(more than 500 tools,List(null))	Its lineup comprises more than 500 tools marketed to professional cabinetmakers, carpenters, electricians, plumbers, remodelers, and welders.
0.9186941924198344		SimpleArgument(more than 500 tools,List([21, 40)))	Relation(marketed to,List([41, 49), [50, 52)))	SimpleArgument(professional cabinetmakers,List([53, 79)))	Its lineup comprises more than 500 tools marketed to professional cabinetmakers, carpenters, electricians, plumbers, remodelers, and welders.
0.6381012045821894		SimpleArgument(Its lineup,List([0, 10)))	Relation(comprises,List([11, 20)))	SimpleArgument(more than 500 tools marketed to professional cabinetmakers,List([21, 79)))	Its lineup comprises more than 500 tools marketed to professional cabinetmakers, carpenters, electricians, plumbers, remodelers, and welders.
0.9111779447320654		SimpleArgument(The weekend handyman,List([0, 20)))	Relation(can also buy accessories at,List([21, 33), [34, 45), [46, 48)))	SpatialArgument(home improvement retailers,List([49, 75)))	The weekend handyman can also buy Milwaukee Electric products and accessories at home improvement retailers the likes of The Home Depot, as well as through the company's e-commerce website.
0.9111779447320654		SimpleArgument(The weekend handyman,List([0, 20)))	Relation(can also buy,List([21, 33)))	SimpleArgument(accessories,List([34, 45)))	The weekend handyman can also buy Milwaukee Electric products and accessories at home improvement retailers the likes of The Home Depot, as well as through the company's e-commerce website.
0.9111779447320654		SimpleArgument(The weekend handyman,List([0, 20)))	Relation(can also buy Milwaukee Electric products at,List([21, 33), [34, 61), [62, 64)))	SpatialArgument(home improvement retailers,List([65, 91)))	The weekend handyman can also buy Milwaukee Electric products and accessories at home improvement retailers the likes of The Home Depot, as well as through the company's e-commerce website.
0.9250606141558615		SimpleArgument(The weekend handyman,List([0, 20)))	Relation(can also buy,List([21, 33)))	SimpleArgument(Milwaukee Electric products,List([34, 61)))	The weekend handyman can also buy Milwaukee Electric products and accessories at home improvement retailers the likes of The Home Depot, as well as through the company's e-commerce website.
