0.8554441698652224		SimpleArgument(Jill,List([0, 4)))	Relation(Does,List([5, 9)))	SimpleArgument(Collingwood Real Estate,List([12, 35)))	Jill Does - Collingwood Real Estate
0.424227524122513	Context(I can help,List([56, 66)))	SimpleArgument(My goal,List([0, 7)))	Relation(is to,List([8, 10), [11, 13)))	SimpleArgument(help you achieve your Real estate dreams,List([14, 54)))	My goal is to help you achieve your Real estate dreams, I can help with all your Collingwood real estate needs.
0.2929110702089528		SimpleArgument(I,List({56}))	Relation(can help with,List([58, 66), [67, 71)))	SimpleArgument(all your Collingwood real estate needs,List([72, 110)))	My goal is to help you achieve your Real estate dreams, I can help with all your Collingwood real estate needs.
0.2560951955542683		SimpleArgument(we,List([0, 2)))	Relation(can discuss,List([3, 14)))	SimpleArgument(what the first step is to starting your journey,List([15, 62)))	Pleas call and we can discuss what the first step is to starting your journey.
0.9530647582435334		SimpleArgument(Coldwell Banker Trinity Realty Brokerage,List([32, 72)))	Relation(located in,List([73, 80), [81, 83)))	SpatialArgument(Collingwood,List([84, 95)))	In 2007 I got my Real Estate licence and after much consideration joined Coldwell Banker Trinity Realty Brokerage located in Wasaga Beach and Collingwood.
0.38089450366724514		SimpleArgument(Trinity Realty Brokerage,List([48, 72)))	Relation([is] joined Banker [of],List([41, 47)))	SimpleArgument(Coldwell,List([32, 40)))	In 2007 I got my Real Estate licence and after much consideration joined Coldwell Banker Trinity Realty Brokerage located in Wasaga Beach and Collingwood.
0.9530647582435334		SimpleArgument(Coldwell Banker Trinity Realty Brokerage,List([32, 72)))	Relation(located in,List([73, 80), [81, 83)))	SpatialArgument(Wasaga Beach,List([84, 96)))	In 2007 I got my Real Estate licence and after much consideration joined Coldwell Banker Trinity Realty Brokerage located in Wasaga Beach and Collingwood.
0.9180804252893389		SimpleArgument(much consideration,List([6, 24)))	Relation(joined,List([25, 31)))	SimpleArgument(Coldwell Banker Trinity Realty Brokerage,List([32, 72)))	In 2007 I got my Real Estate licence and after much consideration joined Coldwell Banker Trinity Realty Brokerage located in Wasaga Beach and Collingwood.
0.29886655727758943		SimpleArgument(I,List({8}))	Relation(got my Real Estate licence In,List([0, 2), [10, 28), [29, 36)))	TemporalArgument(2007,List([3, 7)))	In 2007 I got my Real Estate licence and after much consideration joined Coldwell Banker Trinity Realty Brokerage located in Wasaga Beach and Collingwood.
0.4165289098892234		SimpleArgument(I,List({8}))	Relation(got,List([10, 13)))	SimpleArgument(my Real Estate licence,List([14, 36)))	In 2007 I got my Real Estate licence and after much consideration joined Coldwell Banker Trinity Realty Brokerage located in Wasaga Beach and Collingwood.
0.45592395356914683		SimpleArgument(I,List({8}))	Relation(to be based out,List([20, 31), [32, 35)))	SimpleArgument(of the Collingwood office,List([36, 61)))	In 2011 Trinity Realty joined the Royal LePage franchise and in 2013 I relocated to be based out of the Collingwood office, while still maintaining clients throughout the area.
0.29886655727758943		SimpleArgument(I,List({8}))	Relation(relocated to be based out of the Collingwood office in,List([0, 2), [10, 54), [55, 61)))	TemporalArgument(2013,List([3, 7)))	In 2011 Trinity Realty joined the Royal LePage franchise and in 2013 I relocated to be based out of the Collingwood office, while still maintaining clients throughout the area.
0.3497525988439521		SimpleArgument(I,List({8}))	Relation(relocated to be based out of the Collingwood office while,List([10, 19), [20, 61), [64, 69)))	SimpleArgument(still maintaining clients throughout the area,List([70, 115)))	In 2011 Trinity Realty joined the Royal LePage franchise and in 2013 I relocated to be based out of the Collingwood office, while still maintaining clients throughout the area.
0.4978219019954182		SimpleArgument(I,List({8}))	Relation(relocated to,List([10, 19), [20, 22)))	SimpleArgument(be based out of the Collingwood office,List([23, 61)))	In 2011 Trinity Realty joined the Royal LePage franchise and in 2013 I relocated to be based out of the Collingwood office, while still maintaining clients throughout the area.
0.9909999966621399		SimpleArgument(2011 trinity realty,List([0, 0)))	Relation(joined,List([0, 0)))	SimpleArgument(the Royal LePage franchise,List(null))	In 2011 Trinity Realty joined the Royal LePage franchise and in 2013 I relocated to be based out of the Collingwood office, while still maintaining clients throughout the area.
0.8672693270989391		SimpleArgument(Trinity Realty,List([8, 22)))	Relation(joined the Royal LePage franchise In,List([0, 2), [23, 46), [47, 56)))	TemporalArgument(2011,List([3, 7)))	In 2011 Trinity Realty joined the Royal LePage franchise and in 2013 I relocated to be based out of the Collingwood office, while still maintaining clients throughout the area.
0.9382554258342916		SimpleArgument(Trinity Realty,List([8, 22)))	Relation(joined,List([23, 29)))	SimpleArgument(the Royal LePage franchise,List([30, 56)))	In 2011 Trinity Realty joined the Royal LePage franchise and in 2013 I relocated to be based out of the Collingwood office, while still maintaining clients throughout the area.
0.4978219019954182		SimpleArgument(I,List({0}))	Relation(represent sellers in,List([2, 11), [12, 19), [20, 22)))	SpatialArgument(the Collingwood real estate market,List([23, 57)))	I represent both buyers and sellers in the Collingwood real estate market, Wasaga Beach, the Blue Mountains, Thornbury and surrounding areas.
0.45170382506656653		SimpleArgument(I,List({0}))	Relation(represent,List([2, 11)))	SimpleArgument(sellers,List([12, 19)))	I represent both buyers and sellers in the Collingwood real estate market, Wasaga Beach, the Blue Mountains, Thornbury and surrounding areas.
0.3010306049122031	Context(I represent,List([0, 11)))	SimpleArgument(I,List({0}))	Relation(represent both buyers in the Collingwood real estate market surrounding,List([2, 11), [12, 16)))	SimpleArgument(areas,List([76, 81)))	I represent both buyers and sellers in the Collingwood real estate market, Wasaga Beach, the Blue Mountains, Thornbury and surrounding areas.
0.4978219019954182		SimpleArgument(I,List({0}))	Relation(represent,List([2, 11)))	SimpleArgument(both buyers in the Collingwood real estate market,List([12, 61)))	I represent both buyers and sellers in the Collingwood real estate market, Wasaga Beach, the Blue Mountains, Thornbury and surrounding areas.
0.43385307460759115	Context(that is,List([0, 7)))	SimpleArgument(my clients,List([13, 23)))	Relation(can expect from,List([24, 34), [35, 39)))	SimpleArgument(me,List([40, 42)))	Trinity Realty maintains a standard of honesty, integrity, professionalism and that is what my clients can expect from me.
0.08328552259975205		SimpleArgument(that,List([0, 4)))	Relation(is,List([5, 7)))	SimpleArgument(what my clients can expect from me,List([8, 42)))	Trinity Realty maintains a standard of honesty, integrity, professionalism and that is what my clients can expect from me.
