0.9382554258342916		SimpleArgument(Enzo Rosano,List([76, 87)))	Relation(has created,List([88, 99)))	SimpleArgument(Positano wine Bar,List([100, 117)))	Inspired by his culinary roots in Napoli, Ravello, and especially his Mamma Carmela's kitchen, Enzo Rosano has created Positano wine Bar, where you will discover some of the finest wines and exceptional cichetti-small plates of Italian delicacies meant to be shared- in the Bay Area Known for his effusive Italian energy, Enzo Rosano has become a dedicated member of the San Carlos community, first with his vibrant Italian restaurant Locanda Positano and now with his newest vision, Gusto.
0.9212499880074402	Context(Enzo Rosano has become,List([259, 281)))	SimpleArgument(Enzo Rosano,List([44, 55)))	Relation(has created,List([56, 67)))	SimpleArgument(Positano wine Bar,List([68, 85)))	Inspired by his culinary roots in Napoli, Ravello, and especially his Mamma Carmela's kitchen, Enzo Rosano has created Positano wine Bar, where you will discover some of the finest wines and exceptional cichetti-small plates of Italian delicacies meant to be shared- in the Bay Area Known for his effusive Italian energy, Enzo Rosano has become a dedicated member of the San Carlos community, first with his vibrant Italian restaurant Locanda Positano and now with his newest vision, Gusto.
0.9212499880074402	Context(Enzo Rosano has become,List([236, 258)))	SimpleArgument(Enzo Rosano,List([44, 55)))	Relation(has created,List([56, 67)))	SimpleArgument(Positano wine Bar,List([68, 85)))	Inspired by his culinary roots in Napoli, Ravello, and especially his Mamma Carmela's kitchen, Enzo Rosano has created Positano wine Bar, where you will discover some of the finest wines and exceptional cichetti-small plates of Italian delicacies meant to be shared- in the Bay Area Known for his effusive Italian energy, Enzo Rosano has become a dedicated member of the San Carlos community, first with his vibrant Italian restaurant Locanda Positano and now with his newest vision, Gusto.
0.7414570480863399		SimpleArgument(you,List([93, 96)))	Relation(will discover some of the exceptional cichetti - small plates of Italian delicacies,List([97, 110), [111, 180)))	SpatialArgument(Positano wine Bar,List([67, 84)))	Inspired by his culinary roots in Napoli, Ravello, and especially his Mamma Carmela's kitchen, Enzo Rosano has created Positano wine Bar, where you will discover some of the finest wines and exceptional cichetti-small plates of Italian delicacies meant to be shared- in the Bay Area Known for his effusive Italian energy, Enzo Rosano has become a dedicated member of the San Carlos community, first with his vibrant Italian restaurant Locanda Positano and now with his newest vision, Gusto.
0.7196671313632028		SimpleArgument(you,List([93, 96)))	Relation(will discover,List([97, 110)))	SimpleArgument(some of the exceptional cichetti - small plates of Italian delicacies,List([111, 180)))	Inspired by his culinary roots in Napoli, Ravello, and especially his Mamma Carmela's kitchen, Enzo Rosano has created Positano wine Bar, where you will discover some of the finest wines and exceptional cichetti-small plates of Italian delicacies meant to be shared- in the Bay Area Known for his effusive Italian energy, Enzo Rosano has become a dedicated member of the San Carlos community, first with his vibrant Italian restaurant Locanda Positano and now with his newest vision, Gusto.
0.9212499880074402	Context(Enzo Rosano has become,List([258, 280)))	SimpleArgument(Enzo Rosano,List([43, 54)))	Relation(has created,List([55, 66)))	SimpleArgument(Positano wine Bar,List([67, 84)))	Inspired by his culinary roots in Napoli, Ravello, and especially his Mamma Carmela's kitchen, Enzo Rosano has created Positano wine Bar, where you will discover some of the finest wines and exceptional cichetti-small plates of Italian delicacies meant to be shared- in the Bay Area Known for his effusive Italian energy, Enzo Rosano has become a dedicated member of the San Carlos community, first with his vibrant Italian restaurant Locanda Positano and now with his newest vision, Gusto.
0.7414570480863399		SimpleArgument(you,List([93, 96)))	Relation(will discover some of the finest wines of Italian delicacies,List([97, 110), [111, 157)))	SpatialArgument(Positano wine Bar,List([67, 84)))	Inspired by his culinary roots in Napoli, Ravello, and especially his Mamma Carmela's kitchen, Enzo Rosano has created Positano wine Bar, where you will discover some of the finest wines and exceptional cichetti-small plates of Italian delicacies meant to be shared- in the Bay Area Known for his effusive Italian energy, Enzo Rosano has become a dedicated member of the San Carlos community, first with his vibrant Italian restaurant Locanda Positano and now with his newest vision, Gusto.
0.6155020116081594		SimpleArgument(you,List([93, 96)))	Relation(will discover,List([97, 110)))	SimpleArgument(some of the finest wines of Italian delicacies,List([111, 157)))	Inspired by his culinary roots in Napoli, Ravello, and especially his Mamma Carmela's kitchen, Enzo Rosano has created Positano wine Bar, where you will discover some of the finest wines and exceptional cichetti-small plates of Italian delicacies meant to be shared- in the Bay Area Known for his effusive Italian energy, Enzo Rosano has become a dedicated member of the San Carlos community, first with his vibrant Italian restaurant Locanda Positano and now with his newest vision, Gusto.
0.9212499880074402	Context(Enzo Rosano has become,List([235, 257)))	SimpleArgument(Enzo Rosano,List([43, 54)))	Relation(has created,List([55, 66)))	SimpleArgument(Positano wine Bar,List([67, 84)))	Inspired by his culinary roots in Napoli, Ravello, and especially his Mamma Carmela's kitchen, Enzo Rosano has created Positano wine Bar, where you will discover some of the finest wines and exceptional cichetti-small plates of Italian delicacies meant to be shared- in the Bay Area Known for his effusive Italian energy, Enzo Rosano has become a dedicated member of the San Carlos community, first with his vibrant Italian restaurant Locanda Positano and now with his newest vision, Gusto.
0.9030997684154267		SimpleArgument(Enzo Rosano,List([235, 246)))	Relation(has become a dedicated member of the San Carlos community in,List([179, 250), [251, 294), [295, 304)))	SpatialArgument(the Bay Area Known for his effusive Italian energy,List([182, 232)))	Inspired by his culinary roots in Napoli, Ravello, and especially his Mamma Carmela's kitchen, Enzo Rosano has created Positano wine Bar, where you will discover some of the finest wines and exceptional cichetti-small plates of Italian delicacies meant to be shared- in the Bay Area Known for his effusive Italian energy, Enzo Rosano has become a dedicated member of the San Carlos community, first with his vibrant Italian restaurant Locanda Positano and now with his newest vision, Gusto.
0.9212499880074402		SimpleArgument(Enzo Rosano,List([235, 246)))	Relation(has become,List([247, 257)))	SimpleArgument(a dedicated member of the San Carlos community,List([258, 304)))	Inspired by his culinary roots in Napoli, Ravello, and especially his Mamma Carmela's kitchen, Enzo Rosano has created Positano wine Bar, where you will discover some of the finest wines and exceptional cichetti-small plates of Italian delicacies meant to be shared- in the Bay Area Known for his effusive Italian energy, Enzo Rosano has become a dedicated member of the San Carlos community, first with his vibrant Italian restaurant Locanda Positano and now with his newest vision, Gusto.
