0.9193320304116367		SimpleArgument(a boutique architectural firm located in New York City,List([32, 86)))	Relation(generate,List([94, 102)))	SimpleArgument(meaningful impact for our clients,List([103, 136)))	Robert Kahn Architect, PC, is a boutique architectural firm located in New York City, selectively working on projects that engage our personal interest and thus generate meaningful impact for our clients.
0.9314904193639496		SimpleArgument(a boutique architectural firm,List([32, 61)))	Relation(located in,List([62, 69), [70, 72)))	SpatialArgument(New York City,List([73, 86)))	Robert Kahn Architect, PC, is a boutique architectural firm located in New York City, selectively working on projects that engage our personal interest and thus generate meaningful impact for our clients.
0.949419443712137		SimpleArgument(Robert Kahn Architect,List([0, 21)))	Relation(is,List([29, 31)))	SimpleArgument(a boutique architectural firm located in New York City,List([32, 86)))	Robert Kahn Architect, PC, is a boutique architectural firm located in New York City, selectively working on projects that engage our personal interest and thus generate meaningful impact for our clients.
0.7950722565701456		SimpleArgument(projects,List([112, 120)))	Relation(engage,List([126, 132)))	SimpleArgument(our personal interest,List([133, 154)))	Robert Kahn Architect, PC, is a boutique architectural firm located in New York City, selectively working on projects that engage our personal interest and thus generate meaningful impact for our clients.
0.9545365658649456		SimpleArgument(a boutique architectural firm located in New York City,List([32, 86)))	Relation(selectively working on,List([89, 108), [109, 111)))	SimpleArgument(projects,List([112, 120)))	Robert Kahn Architect, PC, is a boutique architectural firm located in New York City, selectively working on projects that engage our personal interest and thus generate meaningful impact for our clients.
0.9678478279394086		SimpleArgument(Robert Kahn Architect,List([0, 21)))	Relation(is,List([29, 31)))	SimpleArgument(a boutique architectural firm located in New York City , selectively working on projects,List([32, 120)))	Robert Kahn Architect, PC, is a boutique architectural firm located in New York City, selectively working on projects that engage our personal interest and thus generate meaningful impact for our clients.
0.5222094630377523		SimpleArgument(Robert Kahn,List([139, 141)))	Relation(was,List([142, 145)))	SimpleArgument(Senior Designer,List([146, 161)))	Prior to founding his own practice in New York in 1986, Robert Kahn worked for James Stirling, Michael Wilford & Associates, London, where he was Senior Designer.
0.963136748296795		SimpleArgument(Robert Kahn,List([56, 67)))	Relation(worked for James Stirling , Michael Wilford & Associates , London,List([68, 74), [75, 131)))	TemporalArgument(Prior to founding his own practice in New York in 1986,List([0, 54)))	Prior to founding his own practice in New York in 1986, Robert Kahn worked for James Stirling, Michael Wilford & Associates, London, where he was Senior Designer.
0.9382554258342916		SimpleArgument(Robert Kahn,List([56, 67)))	Relation(worked for,List([68, 74), [75, 78)))	SimpleArgument(James Stirling, Michael Wilford & Associates, London,List([79, 131)))	Prior to founding his own practice in New York in 1986, Robert Kahn worked for James Stirling, Michael Wilford & Associates, London, where he was Senior Designer.
0.876543225140763		SimpleArgument(Robert Kahn,List([0, 4)))	Relation(has received numerous awards from,List([5, 17), [18, 33), [34, 38)))	SimpleArgument(the American Institute of Architects,List([39, 75)))	Kahn is a fellow of the American Academy in Rome, and has received numerous awards from the American Institute of Architects (AIA).
0.8550806581371961		SimpleArgument(Robert Kahn,List([0, 4)))	Relation(has received,List([5, 17)))	SimpleArgument(numerous awards,List([18, 33)))	Kahn is a fellow of the American Academy in Rome, and has received numerous awards from the American Institute of Architects (AIA).
