0.9582631324958855		SimpleArgument(Safra Ada Catz (born December 1,List([0, 31)))	Relation(is,List([39, 41)))	SimpleArgument(an American business executive,List([42, 72)))	Safra Ada Catz (born December 1, 1961) is an American business executive.
0.949419443712137		SimpleArgument(Safra Ada Catz,List([0, 14)))	Relation(born,List([16, 20)))	TemporalArgument(December 1,List([21, 31)))	Safra Ada Catz (born December 1, 1961) is an American business executive.
0.22506131975927415		SimpleArgument(Safra A. Catz Safra Ada Catz (born December 1, 1961),List([0, 3)))	Relation(has been a board member since,List([4, 12), [13, 27), [28, 33)))	TemporalArgument(2001,List([34, 38)))	She has been an executive at Oracle Corporation since April 1999, and a board member since 2001.
0.45170382506656653		SimpleArgument(Safra A. Catz Safra Ada Catz (born December 1, 1961),List([0, 3)))	Relation(has been,List([4, 12)))	SimpleArgument(a board member,List([13, 27)))	She has been an executive at Oracle Corporation since April 1999, and a board member since 2001.
0.4978219019954182		SimpleArgument(Safra A. Catz Safra Ada Catz (born December 1, 1961),List([0, 3)))	Relation(has been an executive at Oracle Corporation since,List([4, 12), [13, 47), [48, 53)))	TemporalArgument(April 1999,List([54, 64)))	She has been an executive at Oracle Corporation since April 1999, and a board member since 2001.
0.4978219019954182		SimpleArgument(Safra A. Catz Safra Ada Catz (born December 1, 1961),List([0, 3)))	Relation(has been,List([4, 12)))	SimpleArgument(an executive at Oracle Corporation,List([13, 47)))	She has been an executive at Oracle Corporation since April 1999, and a board member since 2001.
0.5926659981335703		SimpleArgument(Safra A. Catz Safra Ada Catz (born December 1, 1961),List([14, 17)))	Relation(was named Chief Financial Officer In,List([0, 21), [22, 43), [44, 51)))	TemporalArgument(April 2011,List([3, 13)))	In April 2011 she was named Co-President and Chief Financial Officer, reporting to founder/CEO Larry Ellison.
0.4978219019954182		SimpleArgument(Safra A. Catz Safra Ada Catz (born December 1, 1961),List([14, 17)))	Relation(was named,List([18, 27)))	SimpleArgument(Chief Financial Officer,List([28, 51)))	In April 2011 she was named Co-President and Chief Financial Officer, reporting to founder/CEO Larry Ellison.
0.45592395356914683		SimpleArgument(Safra A. Catz Safra Ada Catz (born December 1, 1961),List([14, 17)))	Relation(reporting to,List([43, 52), [53, 55)))	SimpleArgument(founder/CEO Larry Ellison,List([56, 83)))	In April 2011 she was named Co-President and Chief Financial Officer, reporting to founder/CEO Larry Ellison.
0.5926659981335703		SimpleArgument(Safra A. Catz Safra Ada Catz (born December 1, 1961),List([14, 17)))	Relation(was named Co-President In,List([0, 21), [22, 27), [28, 40)))	TemporalArgument(April 2011,List([3, 13)))	In April 2011 she was named Co-President and Chief Financial Officer, reporting to founder/CEO Larry Ellison.
0.4978219019954182		SimpleArgument(Safra A. Catz Safra Ada Catz (born December 1, 1961),List([14, 17)))	Relation(was named,List([18, 27)))	SimpleArgument(Co-President,List([28, 40)))	In April 2011 she was named Co-President and Chief Financial Officer, reporting to founder/CEO Larry Ellison.
0.9067325661703171	Context(2014 Oracle announced,List([18, 39)))	SimpleArgument(Safra Catz,List([45, 55)))	Relation(have been named as,List([56, 71), [72, 74)))	SimpleArgument(the new CEOs,List([75, 87)))	On September 18, 2014 Oracle announced that Larry Ellison will step down as CEO and that Mark Hurd and Safra Catz have been named as the new CEOs.
0.9579464550706097		SimpleArgument(2014 Oracle,List([18, 29)))	Relation(announced that Safra Catz have been named as the new CEOs On,List([0, 2), [30, 82), [83, 87)))	TemporalArgument(September 18,List([3, 15)))	On September 18, 2014 Oracle announced that Larry Ellison will step down as CEO and that Mark Hurd and Safra Catz have been named as the new CEOs.
0.9212499880074402		SimpleArgument(2014 Oracle,List([18, 29)))	Relation(announced that,List([30, 39), [40, 44)))	SimpleArgument(Safra Catz have been named as the new CEOs,List([45, 87)))	On September 18, 2014 Oracle announced that Larry Ellison will step down as CEO and that Mark Hurd and Safra Catz have been named as the new CEOs.
0.9067325661703171	Context(2014 Oracle announced,List([18, 39)))	SimpleArgument(Mark Hurd,List([45, 54)))	Relation(have been named as,List([55, 70), [71, 73)))	SimpleArgument(the new CEOs,List([74, 86)))	On September 18, 2014 Oracle announced that Larry Ellison will step down as CEO and that Mark Hurd and Safra Catz have been named as the new CEOs.
0.9579464550706097		SimpleArgument(2014 Oracle,List([18, 29)))	Relation(announced that Mark Hurd have been named as the new CEOs On,List([0, 2), [30, 81), [82, 86)))	TemporalArgument(September 18,List([3, 15)))	On September 18, 2014 Oracle announced that Larry Ellison will step down as CEO and that Mark Hurd and Safra Catz have been named as the new CEOs.
0.9212499880074402		SimpleArgument(2014 Oracle,List([18, 29)))	Relation(announced that,List([30, 39), [40, 44)))	SimpleArgument(Mark Hurd have been named as the new CEOs,List([45, 86)))	On September 18, 2014 Oracle announced that Larry Ellison will step down as CEO and that Mark Hurd and Safra Catz have been named as the new CEOs.
0.9067325661703171	Context(2014 Oracle announced,List([18, 39)))	SimpleArgument(founder/CEO Larry Ellison,List([45, 58)))	Relation(will step down as,List([59, 73), [74, 76)))	SimpleArgument(CEO,List([77, 80)))	On September 18, 2014 Oracle announced that Larry Ellison will step down as CEO and that Mark Hurd and Safra Catz have been named as the new CEOs.
0.9579464550706097		SimpleArgument(2014 Oracle,List([18, 29)))	Relation(announced that Larry Ellison will step down as CEO On,List([0, 2), [30, 76), [77, 80)))	TemporalArgument(September 18,List([3, 15)))	On September 18, 2014 Oracle announced that Larry Ellison will step down as CEO and that Mark Hurd and Safra Catz have been named as the new CEOs.
0.9212499880074402		SimpleArgument(2014 Oracle,List([18, 29)))	Relation(announced that,List([30, 39), [40, 44)))	SimpleArgument(Larry Ellison will step down as CEO,List([45, 80)))	On September 18, 2014 Oracle announced that Larry Ellison will step down as CEO and that Mark Hurd and Safra Catz have been named as the new CEOs.
