0.4978219019954182		SimpleArgument(We,List([0, 2)))	Relation(are,List([3, 6)))	SimpleArgument(the only certified Bikram yoga studio,List([7, 44)))	We are the only certified Bikram yoga studio in the area.
0.9383119524695255		SimpleArgument(Bikram,List([0, 6)))	Relation(is,List([7, 9)))	SimpleArgument(the original hot yoga,List([10, 31)))	Bikram is the original hot yoga, with each class heated to approximately 105 degrees.
0.44123764460470166		SimpleArgument(This,List([0, 4)))	Relation(causes,List([5, 11)))	SimpleArgument(the muscles to relax, allowing for a safer, deeper stretch,List([12, 70)))	This causes the muscles to relax, allowing for a safer, deeper stretch.
0.7202040575434281		SimpleArgument(All of our teachers,List([0, 19)))	Relation(have,List([20, 24)))	SimpleArgument(at least 500 hours of specialized Bikram yoga training,List([25, 79)))	All of our teachers have at least 500 hours of specialized Bikram yoga training.
0.886695286966665		SimpleArgument(Andrea,List([11, 17)))	Relation([is] wife [of],List([4, 8)))	SimpleArgument(him,List([0, 3)))	Ralph Newman and his wife, Andrea, opened Bikram Yoga Durham after Ralph was in a serious motorcycle accident.
0.6420236436771103		SimpleArgument(his wife,List([0, 8)))	Relation(opened Bikram Yoga Durham after,List([20, 26), [27, 45), [46, 51)))	TemporalArgument(Ralph was in a serious motorcycle accident,List([52, 94)))	Ralph Newman and his wife, Andrea, opened Bikram Yoga Durham after Ralph was in a serious motorcycle accident.
0.6420236436771103		SimpleArgument(his wife,List([0, 8)))	Relation(opened,List([20, 26)))	SimpleArgument(Bikram Yoga Durham,List([27, 45)))	Ralph Newman and his wife, Andrea, opened Bikram Yoga Durham after Ralph was in a serious motorcycle accident.
0.8550806581371961		SimpleArgument(Ralph,List([47, 52)))	Relation(was in,List([53, 56), [57, 59)))	SimpleArgument(a serious motorcycle accident,List([60, 89)))	Ralph Newman and his wife, Andrea, opened Bikram Yoga Durham after Ralph was in a serious motorcycle accident.
0.9277724913494431		SimpleArgument(Ralph Newman,List([0, 12)))	Relation(opened Bikram Yoga Durham after,List([15, 21), [22, 40), [41, 46)))	TemporalArgument(Ralph was in a serious motorcycle accident,List([47, 89)))	Ralph Newman and his wife, Andrea, opened Bikram Yoga Durham after Ralph was in a serious motorcycle accident.
0.9277724913494431		SimpleArgument(Ralph Newman,List([0, 12)))	Relation(opened,List([15, 21)))	SimpleArgument(Bikram Yoga Durham,List([22, 40)))	Ralph Newman and his wife, Andrea, opened Bikram Yoga Durham after Ralph was in a serious motorcycle accident.
0.4978219019954182		SimpleArgument(Ralph,List([0, 2)))	Relation(credits his recovery to,List([3, 10), [11, 23), [24, 26)))	SimpleArgument(a regular Bikram Yoga practice,List([27, 57)))	He credits his survival and recovery to a regular Bikram Yoga practice, and wanted to share its therapeutic benefits with the community.
0.30899953469486874		SimpleArgument(Ralph,List([0, 2)))	Relation(credits,List([3, 10)))	SimpleArgument(his recovery,List([11, 23)))	He credits his survival and recovery to a regular Bikram Yoga practice, and wanted to share its therapeutic benefits with the community.
