0.9166165405193513		SimpleArgument(Walton Architects,List([0, 17)))	Relation(provides,List([18, 26)))	SimpleArgument(innovative, environmentally sustainable & creative solutions to our clients,List([27, 102)))	Walton Architects provides innovative, environmentally sustainable & creative solutions to our clients.
0.6796597830231682		SimpleArgument(Our services,List([0, 12)))	Relation(include,List([13, 20)))	SimpleArgument(Architecture + Interiors + Development & Project Management,List([21, 80)))	Our services include Architecture + Interiors + Development & Project Management.
0.5691839633287576		SimpleArgument(our,List([0, 2)))	Relation(specialise in,List([3, 13), [14, 16)))	SpatialArgument(management of public facilities across Australian & International projects with a focus on exceeding client expectations,List([17, 137)))	We specialise in design and management of residential, commercial and public facilities across Australian & International projects with a focus on exceeding client expectations.
0.4631132767248821		SimpleArgument(our,List([0, 2)))	Relation(specialise across,List([3, 13), [53, 59)))	SimpleArgument(Australian & International projects with a focus on exceeding client expectations,List([60, 141)))	We specialise in design and management of residential, commercial and public facilities across Australian & International projects with a focus on exceeding client expectations.
0.44469037867649003		SimpleArgument(our,List([0, 2)))	Relation(specialise across Australian & International projects with a focus on exceeding client expectations in,List([3, 13), [14, 128), [129, 141)))	SpatialArgument(management of commercial facilities,List([17, 52)))	We specialise in design and management of residential, commercial and public facilities across Australian & International projects with a focus on exceeding client expectations.
0.5691839633287576		SimpleArgument(our,List([0, 2)))	Relation(specialise in,List([3, 13), [14, 16)))	SpatialArgument(management of residential facilities across Australian & International projects with a focus on exceeding client expectations,List([17, 142)))	We specialise in design and management of residential, commercial and public facilities across Australian & International projects with a focus on exceeding client expectations.
0.5691839633287576		SimpleArgument(our,List([0, 2)))	Relation(specialise in,List([3, 13), [14, 16)))	SimpleArgument(design of public facilities across Australian & International projects with a focus on exceeding client expectations,List([17, 133)))	We specialise in design and management of residential, commercial and public facilities across Australian & International projects with a focus on exceeding client expectations.
0.5691839633287576		SimpleArgument(our,List([0, 2)))	Relation(specialise in design of commercial facilities across,List([3, 13), [14, 48), [49, 55)))	SimpleArgument(Australian & International projects with a focus on exceeding client expectations,List([56, 137)))	We specialise in design and management of residential, commercial and public facilities across Australian & International projects with a focus on exceeding client expectations.
0.45170382506656653		SimpleArgument(our,List([0, 2)))	Relation(specialise in,List([3, 13), [14, 16)))	SimpleArgument(design of commercial facilities,List([17, 48)))	We specialise in design and management of residential, commercial and public facilities across Australian & International projects with a focus on exceeding client expectations.
0.45170382506656653		SimpleArgument(our,List([0, 2)))	Relation(specialise in,List([3, 13), [14, 16)))	SpatialArgument(design of residential facilities across Australian & International projects,List([17, 92)))	We specialise in design and management of residential, commercial and public facilities across Australian & International projects with a focus on exceeding client expectations.
0.4978219019954182		SimpleArgument(our,List([39, 41)))	Relation(have worked on,List([42, 53), [54, 56)))	SimpleArgument(projects across China,List([57, 78)))	Established by Daniel Walton in 2006, we have worked on projects across Australia and China.
0.4978219019954182		SimpleArgument(our,List([39, 41)))	Relation(have worked on,List([42, 53), [54, 56)))	SimpleArgument(projects across Australia,List([57, 82)))	Established by Daniel Walton in 2006, we have worked on projects across Australia and China.
0.9169884650944797	Context(Development industry provided,List([41, 70)))	SimpleArgument(Daniel,List([0, 6)))	Relation(has over,List([7, 10), [11, 15)))	SimpleArgument(17 years in the Design,List([16, 38)))	Daniel has over 17 years in the Design, Construction and Development industry provided a wealth of knowledge to lead of project teams.
0.9100029960835063		SimpleArgument(Development industry,List([41, 61)))	Relation(provided,List([62, 70)))	SimpleArgument(a wealth of knowledge to lead of project teams,List([71, 117)))	Daniel has over 17 years in the Design, Construction and Development industry provided a wealth of knowledge to lead of project teams.
0.9169884650944797	Context(Construction industry provided,List([41, 71)))	SimpleArgument(Daniel,List([0, 6)))	Relation(has over,List([7, 10), [11, 15)))	SimpleArgument(17 years in the Design,List([16, 38)))	Daniel has over 17 years in the Design, Construction and Development industry provided a wealth of knowledge to lead of project teams.
0.9100029960835063		SimpleArgument(Construction industry,List([41, 62)))	Relation(provided,List([63, 71)))	SimpleArgument(a wealth of knowledge to lead of project teams,List([72, 118)))	Daniel has over 17 years in the Design, Construction and Development industry provided a wealth of knowledge to lead of project teams.
0.9186941924198344		SimpleArgument(a wealth of knowledge,List([72, 93)))	Relation(to lead of,List([94, 101), [102, 104)))	SimpleArgument(project teams,List([105, 118)))	Daniel has over 17 years in the Design, Construction and Development industry provided a wealth of knowledge to lead of project teams.
0.9266232318014763		SimpleArgument(Perth projects,List([29, 43)))	Relation(specialising in,List([44, 56), [57, 59)))	SpatialArgument(commercial projects,List([60, 79)))	We are currently focusing on Perth projects specialising in Contemporary Residential, commercial and retail projects.
0.9266232318014763		SimpleArgument(Perth projects,List([29, 43)))	Relation(specialising in,List([44, 56), [57, 59)))	SpatialArgument(Contemporary Residential projects,List([60, 93)))	We are currently focusing on Perth projects specialising in Contemporary Residential, commercial and retail projects.
