0.9181538107823964		SimpleArgument(TEKsystems,List([0, 10)))	Relation(is,List([11, 13)))	SimpleArgument(the nation 's leading technology services company,List([14, 63)))	TEKsystems is the nation's leading technology staffing and services company.
0.9181538107823964		SimpleArgument(TEKsystems,List([0, 10)))	Relation(is,List([11, 13)))	SimpleArgument(the nation 's leading technology staffing,List([14, 55)))	TEKsystems is the nation's leading technology staffing and services company.
0.49431089377962045	Context(TEKsystems helps,List([120, 136)))	SimpleArgument(our clients,List([137, 148)))	Relation(run,List([149, 152)))	SimpleArgument(their critical technology initiatives,List([153, 190)))	Combining a proven track record of superior performance, a quality-focused approach to service delivery, and the highest-caliber technical professionals in the market, TEKsystems helps our clients successfully plan, build, and run their critical technology initiatives.
0.49431089377962045	Context(TEKsystems helps,List([109, 125)))	SimpleArgument(our clients,List([126, 137)))	Relation(run,List([138, 141)))	SimpleArgument(their critical technology initiatives,List([142, 179)))	Combining a proven track record of superior performance, a quality-focused approach to service delivery, and the highest-caliber technical professionals in the market, TEKsystems helps our clients successfully plan, build, and run their critical technology initiatives.
0.8640586757976514		SimpleArgument(Tanner Yates TEKsystems,List([109, 119)))	Relation(helps,List([120, 125)))	SimpleArgument(our clients run their critical technology initiatives,List([126, 179)))	Combining a proven track record of superior performance, a quality-focused approach to service delivery, and the highest-caliber technical professionals in the market, TEKsystems helps our clients successfully plan, build, and run their critical technology initiatives.
0.8640586757976514		SimpleArgument(Tanner Yates TEKsystems,List([109, 119)))	Relation(helps,List([120, 125)))	SimpleArgument(our clients build,List([126, 143)))	Combining a proven track record of superior performance, a quality-focused approach to service delivery, and the highest-caliber technical professionals in the market, TEKsystems helps our clients successfully plan, build, and run their critical technology initiatives.
0.8640586757976514		SimpleArgument(Tanner Yates TEKsystems,List([109, 119)))	Relation(helps,List([120, 125)))	SimpleArgument(our clients successfully plan,List([126, 155)))	Combining a proven track record of superior performance, a quality-focused approach to service delivery, and the highest-caliber technical professionals in the market, TEKsystems helps our clients successfully plan, build, and run their critical technology initiatives.
0.8847999636040884		SimpleArgument(Tanner Yates TEKsystems,List([0, 10)))	Relation(is a subsidiary of,List([11, 29)))	SimpleArgument(Allegis Group,List([30, 43)))	TEKsystems is a subsidiary of Allegis Group, the largest private talent management firm in the world.
0.931028700145368		SimpleArgument(Tanner Yates TEKsystems,List([0, 10)))	Relation(is,List([11, 13)))	SimpleArgument(a subsidiary of Allegis Group,List([14, 43)))	TEKsystems is a subsidiary of Allegis Group, the largest private talent management firm in the world.
0.859811354567563		SimpleArgument(industry - leading position,List([0, 27)))	Relation(speak to,List([28, 33), [34, 36)))	SimpleArgument(our success in providing talent management insight,List([37, 87)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.9077138780298117		SimpleArgument(industry - leading position,List([0, 27)))	Relation(speak to,List([28, 33), [34, 36)))	SimpleArgument(our success in providing talent management insight required for you to actualize ROI,List([37, 121)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
