0.38089450366724514		SimpleArgument(LTD,List([176, 179)))	Relation([is] a wholly - owned subsidiary of,List([107, 137)))	SimpleArgument(Newsun Electronic International CO.,List([138, 173)))	Shenzhen professional electronic semiconductor co., LTD (hereafter Shenzhen professional electronic ) is a wholly-owned subsidiary of Newsun Electronic International CO.,LTD (a direct member of China Electronic chamber of commerce and Shenzhen electronic chamber of commerce.)
0.9733475502521511		SimpleArgument(Shenzhen professional electronic semiconductor co.,List([0, 50)))	Relation(is,List([104, 106)))	SimpleArgument(a wholly - owned subsidiary of Newsun Electronic International CO. , LTD,List([107, 179)))	Shenzhen professional electronic semiconductor co., LTD (hereafter Shenzhen professional electronic ) is a wholly-owned subsidiary of Newsun Electronic International CO.,LTD (a direct member of China Electronic chamber of commerce and Shenzhen electronic chamber of commerce.)
0.7917469784320638		SimpleArgument(comprehensive technical support.MOSLEADER,List([0, 41)))	Relation(is,List([42, 44)))	SimpleArgument(a brand for passive electronic components of our company,List([45, 101)))	We are one of the blended distributers of domestic electronic components devoting to providing high-quality electronic components and comprehensive technical support.MOSLEADER is a brand for passive electronic components of our company .
0.9111779447320654		SimpleArgument(domestic electronic components,List([42, 72)))	Relation(devoting to,List([73, 81), [82, 84)))	SimpleArgument(providing high - quality electronic components,List([85, 131)))	We are one of the blended distributers of domestic electronic components devoting to providing high-quality electronic components and comprehensive technical support.MOSLEADER is a brand for passive electronic components of our company .
0.45170382506656653		SimpleArgument(We,List([0, 2)))	Relation(are,List([3, 6)))	SimpleArgument(one of the blended distributers of domestic electronic components,List([7, 72)))	We are one of the blended distributers of domestic electronic components devoting to providing high-quality electronic components and comprehensive technical support.MOSLEADER is a brand for passive electronic components of our company .
0.6703215939251842		SimpleArgument(Our company purchase high quality imported wafers of electronic components,List([0, 74)))	Relation(package by factory,List([82, 89), [90, 100)))	TemporalArgument(then,List([77, 81)))	Our company purchase high quality imported wafers of electronic components, then process and package by factory.
0.763532129584978		SimpleArgument(Our company purchase high quality imported wafers of electronic components,List([0, 74)))	Relation(package by,List([82, 89), [90, 92)))	SimpleArgument(factory,List([93, 100)))	Our company purchase high quality imported wafers of electronic components, then process and package by factory.
0.8668367470739037	Context(Our engineers can help customers choose,List([51, 90)))	SimpleArgument(customers,List([74, 83)))	Relation(choose the most suitable electronic components to produce,List([84, 90), [91, 99)))	SimpleArgument(the products,List([142, 154)))	We can customize marking of electronic components .Our engineers can help customers choose the most suitable electronic components to produce the products!
0.8668367470739037	Context(Our engineers can help,List([51, 73)))	SimpleArgument(customers,List([74, 83)))	Relation(choose the most suitable electronic components to,List([84, 90), [91, 130), [131, 133)))	SimpleArgument(produce the products,List([134, 154)))	We can customize marking of electronic components .Our engineers can help customers choose the most suitable electronic components to produce the products!
0.8668367470739037	Context(Our engineers can help,List([51, 73)))	SimpleArgument(customers,List([74, 83)))	Relation(choose,List([84, 90)))	SimpleArgument(the most suitable electronic components,List([91, 130)))	We can customize marking of electronic components .Our engineers can help customers choose the most suitable electronic components to produce the products!
0.6852231544625235		SimpleArgument(Our engineers,List([51, 64)))	Relation(can help,List([65, 73)))	SimpleArgument(customers choose the most suitable electronic components to produce the products,List([74, 154)))	We can customize marking of electronic components .Our engineers can help customers choose the most suitable electronic components to produce the products!
0.3880890333449538	Context(We can customize,List([0, 16)))	SimpleArgument(We,List([0, 2)))	Relation(can customize marking of,List([3, 16), [17, 24), [25, 27)))	SimpleArgument(electronic components,List([28, 49)))	We can customize marking of electronic components .Our engineers can help customers choose the most suitable electronic components to produce the products!
0.3880890333449538		SimpleArgument(We,List([0, 2)))	Relation(can customize,List([3, 16)))	SimpleArgument(marking of electronic components,List([17, 49)))	We can customize marking of electronic components .Our engineers can help customers choose the most suitable electronic components to produce the products!
0.45170382506656653		SimpleArgument(We,List([4, 6)))	Relation(can express the components to,List([7, 18), [19, 33), [34, 36)))	SimpleArgument(Chinese address for customers,List([37, 66)))	And we can express the components to Chinese address for customers if need.
0.45170382506656653		SimpleArgument(We,List([4, 6)))	Relation(can express,List([7, 18)))	SimpleArgument(the most suitable electronic components to produce the products,List([19, 33)))	And we can express the components to Chinese address for customers if need.
0.7247258229396957		SimpleArgument(our core value,List([23, 37)))	Relation(to distribute over,List([47, 60), [61, 65)))	SimpleArgument(30 international brands , 200,000 products having started co-operating with thousands of customers on a stable basis in the fields of switching etc.,List([66, 214)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.9228356673204889		SimpleArgument(200,000 products,List([92, 108)))	Relation(having started,List([109, 123)))	SimpleArgument(co-operating with thousands of customers on a stable basis in the fields of switching biomedical treatment,List([124, 230)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.7247258229396957		SimpleArgument(our core value,List([23, 37)))	Relation(to distribute over,List([47, 60), [61, 65)))	SimpleArgument(30 international brands , 200,000 products having started co-operating with thousands of customers on a stable basis in the fields of switching biomedical treatment,List([66, 230)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.9228356673204889		SimpleArgument(200,000 products,List([92, 108)))	Relation(having started,List([109, 123)))	SimpleArgument(co-operating with thousands of customers on a stable basis in the fields of switching industrial control,List([124, 228)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.7247258229396957		SimpleArgument(our core value,List([23, 37)))	Relation(to distribute over,List([47, 60), [61, 65)))	SimpleArgument(30 international brands , 200,000 products having started co-operating with thousands of customers on a stable basis in the fields of switching industrial control,List([66, 228)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
