0.8815289594733001		SimpleArgument(world-class studio production services,List([40, 78)))	Relation(driven by,List([79, 85), [86, 88)))	SimpleArgument(the talents of its founder,List([89, 115)))	Palette Music-Studio-Productions offers world-class studio production services driven by the talents of its founder, Jeff Silverman.
0.9511466945950652		SimpleArgument(Palette Music-Studio-Productions,List([0, 32)))	Relation(offers,List([33, 39)))	SimpleArgument(world-class studio production services driven by the talents of its founder, Jeff Silverman,List([40, 131)))	Palette Music-Studio-Productions offers world-class studio production services driven by the talents of its founder, Jeff Silverman.
0.9731614281707548		SimpleArgument(Jeff 's nearly 40 years of experience in the music industry,List([0, 59)))	Relation(has included,List([60, 72)))	SimpleArgument(working on Grammy - nominated projects,List([73, 111)))	Jeff's nearly 40 years of experience in the music industry has included working on Emmy and Grammy-nominated projects.
0.9731614281707548		SimpleArgument(Jeff 's nearly 40 years of experience in the music industry,List([0, 59)))	Relation(has included,List([60, 72)))	SimpleArgument(working on Emmy,List([73, 88)))	Jeff's nearly 40 years of experience in the music industry has included working on Emmy and Grammy-nominated projects.
0.6753309180785847		SimpleArgument(Jeff,List([0, 4)))	Relation(co-founded Palette Records in,List([5, 15), [16, 31), [32, 34)))	TemporalArgument(2013,List([35, 39)))	Jeff co-founded Palette Records in 2013 with artist Debra Lyn.
0.876543225140763		SimpleArgument(Jeff,List([0, 4)))	Relation(co-founded,List([5, 15)))	SimpleArgument(Palette Records,List([16, 31)))	Jeff co-founded Palette Records in 2013 with artist Debra Lyn.
0.9200287634688749		SimpleArgument(something very special,List([54, 76)))	Relation(was,List([82, 85)))	SimpleArgument(both a testament to headed tomorrow,List([86, 121)))	'With Palette's new website, our aim was to create something very special that was both a monument and a testament to our rich and rewarding past, and an inspirational vision of where we are today -- and headed tomorrow.'
0.45170382506656653		SimpleArgument(our,List([139, 141)))	Relation(are,List([142, 145)))	TemporalArgument(today,List([146, 151)))	'With Palette's new website, our aim was to create something very special that was both a monument and a testament to our rich and rewarding past, and an inspirational vision of where we are today -- and headed tomorrow.'
0.8930133623441222		SimpleArgument(something very special,List([54, 76)))	Relation(was,List([82, 85)))	SimpleArgument(a testament to an inspirational vision of where we are today,List([91, 151)))	'With Palette's new website, our aim was to create something very special that was both a monument and a testament to our rich and rewarding past, and an inspirational vision of where we are today -- and headed tomorrow.'
0.9055607857736446		SimpleArgument(something very special,List([54, 76)))	Relation(was,List([82, 85)))	SimpleArgument(a testament to rewarding past,List([91, 120)))	'With Palette's new website, our aim was to create something very special that was both a monument and a testament to our rich and rewarding past, and an inspirational vision of where we are today -- and headed tomorrow.'
0.8388351138993009		SimpleArgument(something very special,List([54, 76)))	Relation(was,List([82, 85)))	SimpleArgument(a testament to our rich,List([91, 114)))	'With Palette's new website, our aim was to create something very special that was both a monument and a testament to our rich and rewarding past, and an inspirational vision of where we are today -- and headed tomorrow.'
0.9055607857736446		SimpleArgument(something very special,List([54, 76)))	Relation(was,List([82, 85)))	SimpleArgument(a monument,List([91, 101)))	'With Palette's new website, our aim was to create something very special that was both a monument and a testament to our rich and rewarding past, and an inspirational vision of where we are today -- and headed tomorrow.'
0.6381012045821894		SimpleArgument(our aim,List([32, 39)))	Relation(was to,List([40, 43), [44, 46)))	SimpleArgument(create something very special,List([47, 76)))	'With Palette's new website, our aim was to create something very special that was both a monument and a testament to our rich and rewarding past, and an inspirational vision of where we are today -- and headed tomorrow.'
0.886695286966665		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is a composer for,List([15, 32)))	SimpleArgument(tv,List([33, 35)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.9436740204769645		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(a composer for tv,List([18, 35)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.886695286966665		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is a composer for,List([15, 32)))	SimpleArgument(film,List([33, 37)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.9436740204769645		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(a composer for film,List([18, 37)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.9436740204769645		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(a music / audio editor for tv,List([18, 47)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.9436740204769645		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(a music / audio editor for film,List([18, 49)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.886695286966665		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is a singer for,List([15, 30)))	SimpleArgument(tv,List([31, 33)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.9436740204769645		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(a singer for tv,List([18, 33)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.886695286966665		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is a singer for,List([15, 30)))	SimpleArgument(film,List([31, 35)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
