0.9496088146718525	Context(a strategic marketing firm works,List([14, 51)))	SimpleArgument(a strategic marketing firm that works with CEOs of emerging technology companies,List([14, 94)))	Relation(to execute high - impact marketing to,List([95, 105), [106, 129), [130, 132)))	SimpleArgument(create explosive growth,List([133, 156)))	New Avenue is a strategic marketing firm that works with CEOs of emerging technology companies to develop and execute high-impact marketing and business strategies to create explosive growth.
0.9496088146718525	Context(a strategic marketing firm works,List([14, 51)))	SimpleArgument(a strategic marketing firm that works with CEOs of emerging technology companies,List([14, 94)))	Relation(to execute,List([95, 105)))	SimpleArgument(high - impact marketing,List([106, 129)))	New Avenue is a strategic marketing firm that works with CEOs of emerging technology companies to develop and execute high-impact marketing and business strategies to create explosive growth.
0.8802839868920284		SimpleArgument(a strategic marketing firm,List([14, 40)))	Relation(works with,List([46, 51), [52, 56)))	SimpleArgument(CEOs of emerging technology companies,List([57, 94)))	New Avenue is a strategic marketing firm that works with CEOs of emerging technology companies to develop and execute high-impact marketing and business strategies to create explosive growth.
0.8470257178092913	Context(a strategic marketing firm works,List([14, 51)))	SimpleArgument(a strategic marketing firm that works with CEOs of emerging technology companies,List([14, 94)))	Relation(to develop,List([95, 105)))		New Avenue is a strategic marketing firm that works with CEOs of emerging technology companies to develop and execute high-impact marketing and business strategies to create explosive growth.
0.6285875405846838		SimpleArgument(a strategic marketing firm,List([14, 40)))	Relation(works to,List([46, 51), [95, 97)))	SimpleArgument(develop,List([98, 105)))	New Avenue is a strategic marketing firm that works with CEOs of emerging technology companies to develop and execute high-impact marketing and business strategies to create explosive growth.
0.8772630571952071		SimpleArgument(a strategic marketing firm,List([14, 40)))	Relation(works to develop with,List([46, 51), [52, 97), [98, 105)))	SimpleArgument(CEOs of emerging technology companies,List([57, 94)))	New Avenue is a strategic marketing firm that works with CEOs of emerging technology companies to develop and execute high-impact marketing and business strategies to create explosive growth.
0.9075304536241288		SimpleArgument(New Avenue,List([0, 10)))	Relation(is,List([11, 13)))	SimpleArgument(a strategic marketing firm that works with CEOs of emerging technology companies,List([14, 94)))	New Avenue is a strategic marketing firm that works with CEOs of emerging technology companies to develop and execute high-impact marketing and business strategies to create explosive growth.
0.8713075742434684	Context(New Avenue helps promising,List([0, 26)))	SimpleArgument(startups,List([27, 35)))	Relation(become,List([36, 42)))	SimpleArgument(successful big companies,List([43, 67)))	New Avenue helps promising startups become successful big companies.
0.9100029960835063	Context(New Avenue helps,List([0, 16)))	SimpleArgument(New Avenue,List([0, 10)))	Relation(helps promising,List([11, 16), [17, 26)))	SimpleArgument(startups become successful big companies,List([27, 67)))	New Avenue helps promising startups become successful big companies.
0.9306267382676529		SimpleArgument(New Avenue,List([0, 10)))	Relation(helps,List([11, 16)))	SimpleArgument(promising startups become successful big companies,List([17, 67)))	New Avenue helps promising startups become successful big companies.
0.8726842920723026		SimpleArgument(New Avenue founder Greg Head,List([0, 28)))	Relation(works closely to develop the core business strategies , including these key elements with,List([29, 42), [43, 121), [122, 130)))	SimpleArgument(their teams,List([48, 59)))	New Avenue founder Greg Head works closely with each client CEO and their teams to develop the core marketing and business strategies, including these key elements:
0.8726842920723026		SimpleArgument(New Avenue founder Greg Head,List([0, 28)))	Relation(works closely to develop the core marketing strategies , including these key elements with,List([29, 42), [43, 122), [123, 131)))	SimpleArgument(their teams,List([48, 59)))	New Avenue founder Greg Head works closely with each client CEO and their teams to develop the core marketing and business strategies, including these key elements:
0.8945360960474791	Context(New Avenue founder Greg Head works closely,List([0, 42)))	SimpleArgument(New Avenue founder Greg Head,List([0, 28)))	Relation(works closely to develop,List([29, 42), [64, 74)))	SimpleArgument(the core business strategies , including these key elements,List([75, 134)))	New Avenue founder Greg Head works closely with each client CEO and their teams to develop the core marketing and business strategies, including these key elements:
0.9315182133480632		SimpleArgument(New Avenue founder Greg Head,List([0, 28)))	Relation(works closely to,List([29, 42), [64, 66)))	SimpleArgument(develop the core business strategies , including these key elements,List([67, 134)))	New Avenue founder Greg Head works closely with each client CEO and their teams to develop the core marketing and business strategies, including these key elements:
0.9266216085125928		SimpleArgument(New Avenue founder Greg Head,List([0, 28)))	Relation(works closely to develop the core business strategies , including these key elements with,List([29, 42), [43, 125), [126, 134)))	SimpleArgument(each client CEO,List([48, 63)))	New Avenue founder Greg Head works closely with each client CEO and their teams to develop the core marketing and business strategies, including these key elements:
0.8847999636040884		SimpleArgument(Greg Head,List([19, 28)))	Relation([is] founder [of],List([11, 18)))	SimpleArgument(New Avenue,List([0, 10)))	New Avenue founder Greg Head works closely with each client CEO and their teams to develop the core marketing and business strategies, including these key elements:
0.8945360960474791	Context(New Avenue founder Greg Head works closely,List([0, 42)))	SimpleArgument(New Avenue founder Greg Head,List([0, 28)))	Relation(works closely to develop,List([29, 42), [64, 74)))	SimpleArgument(the core marketing strategies , including these key elements,List([75, 135)))	New Avenue founder Greg Head works closely with each client CEO and their teams to develop the core marketing and business strategies, including these key elements:
0.9315182133480632		SimpleArgument(New Avenue founder Greg Head,List([0, 28)))	Relation(works closely to,List([29, 42), [64, 66)))	SimpleArgument(develop the core marketing strategies , including these key elements,List([67, 135)))	New Avenue founder Greg Head works closely with each client CEO and their teams to develop the core marketing and business strategies, including these key elements:
0.9266216085125928		SimpleArgument(New Avenue founder Greg Head,List([0, 28)))	Relation(works closely to develop the core marketing strategies , including these key elements with,List([29, 42), [43, 126), [127, 135)))	SimpleArgument(each client CEO,List([48, 63)))	New Avenue founder Greg Head works closely with each client CEO and their teams to develop the core marketing and business strategies, including these key elements:
0.9446299665351985		SimpleArgument(Aligning leadership to create a scalable business,List([2, 51)))	Relation(leads,List([146, 151)))	SimpleArgument(Creating distribution including partner channels , direct sales teams * Raising investment funds based on the new strategic focus,List([154, 283)))	* Aligning the product, business model, product or service definition, marketing and leadership to create a compelling market message and a scalable business     * Developing the core marketing positioning and messaging platform     * Executing cost-effective marketing that build awareness and generate leads     * Creating distribution including partner channels, ecommerce and direct sales teams     * Raising investment funds based on the new strategy, business plan and strategic focus
0.9446299665351985		SimpleArgument(Aligning leadership to create a scalable business,List([2, 51)))	Relation(leads,List([146, 151)))	SimpleArgument(Creating distribution including partner channels , direct sales teams * Raising investment funds based on the new business plan,List([154, 281)))	* Aligning the product, business model, product or service definition, marketing and leadership to create a compelling market message and a scalable business     * Developing the core marketing positioning and messaging platform     * Executing cost-effective marketing that build awareness and generate leads     * Creating distribution including partner channels, ecommerce and direct sales teams     * Raising investment funds based on the new strategy, business plan and strategic focus
0.9446299665351985		SimpleArgument(Aligning leadership to create a scalable business,List([2, 51)))	Relation(leads,List([146, 151)))	SimpleArgument(Creating distribution including partner channels , direct sales teams * Raising investment funds based on the new strategy,List([154, 276)))	* Aligning the product, business model, product or service definition, marketing and leadership to create a compelling market message and a scalable business     * Developing the core marketing positioning and messaging platform     * Executing cost-effective marketing that build awareness and generate leads     * Creating distribution including partner channels, ecommerce and direct sales teams     * Raising investment funds based on the new strategy, business plan and strategic focus
0.9446299665351985		SimpleArgument(Aligning leadership to create a scalable business,List([2, 51)))	Relation(leads,List([146, 151)))	SimpleArgument(Creating distribution including partner channels , ecommerce sales teams * Raising investment funds based on the new strategic focus,List([154, 286)))	* Aligning the product, business model, product or service definition, marketing and leadership to create a compelling market message and a scalable business     * Developing the core marketing positioning and messaging platform     * Executing cost-effective marketing that build awareness and generate leads     * Creating distribution including partner channels, ecommerce and direct sales teams     * Raising investment funds based on the new strategy, business plan and strategic focus
