0.38089450366724514		SimpleArgument(JPMorgan Chase,List([211, 225)))	Relation([is] the commercial banking subsidiary of,List([114, 150)))	SimpleArgument(the U.S. multinational financial services holding company,List([151, 208)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
0.9680715191445158		SimpleArgument(a national bank headquartered in Manhattan,List([36, 78)))	Relation(constitutes,List([102, 113)))	SimpleArgument(the commercial banking subsidiary of the U.S. multinational financial services holding company,List([114, 208)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
0.9302652871990913		SimpleArgument(doing business as Chase Bank,List([2, 30)))	Relation(is,List([33, 35)))	SimpleArgument(a national bank headquartered in Manhattan , New York City , that constitutes the commercial banking subsidiary of the U.S. multinational financial services holding company , JPMorgan Chase & Co.,List([36, 231)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
0.38089450366724514		SimpleArgument(JPMorgan Chase,List([200, 214)))	Relation([is] the commercial banking subsidiary of,List([114, 150)))	SimpleArgument(the U.S. multinational banking holding company,List([151, 197)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
0.9680715191445158		SimpleArgument(a national bank headquartered in Manhattan,List([36, 78)))	Relation(constitutes,List([102, 113)))	SimpleArgument(the commercial banking subsidiary of the U.S. multinational banking holding company,List([114, 197)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
0.9302652871990913		SimpleArgument(doing business as Chase Bank,List([2, 30)))	Relation(is,List([33, 35)))	SimpleArgument(a national bank headquartered in Manhattan , New York City , that constitutes the commercial banking subsidiary of the U.S. multinational banking holding company , JPMorgan Chase & Co.,List([36, 220)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
0.38089450366724514		SimpleArgument(JPMorgan Chase,List([209, 223)))	Relation([is] the consumer banking subsidiary of,List([114, 148)))	SimpleArgument(the U.S. multinational financial services holding company,List([149, 206)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
0.9387281236502384		SimpleArgument(U.S. multinational financial services,List([153, 190)))	Relation(holding,List([191, 198)))	SimpleArgument(company,List([199, 206)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
0.9680715191445158		SimpleArgument(a national bank headquartered in Manhattan,List([36, 78)))	Relation(constitutes,List([102, 113)))	SimpleArgument(the consumer banking subsidiary of the U.S. multinational financial services holding company,List([114, 206)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
0.9302652871990913		SimpleArgument(doing business as Chase Bank,List([2, 30)))	Relation(is,List([33, 35)))	SimpleArgument(a national bank headquartered in Manhattan , New York City , that constitutes the consumer banking subsidiary of the U.S. multinational financial services holding company , JPMorgan Chase & Co.,List([36, 229)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
0.38089450366724514		SimpleArgument(JPMorgan Chase,List([198, 212)))	Relation([is] the consumer banking subsidiary of,List([114, 148)))	SimpleArgument(the U.S. multinational banking holding company,List([149, 195)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
