0.9678478279394086		SimpleArgument(Aladdin Cleaners Inc,List([0, 20)))	Relation(is,List([23, 25)))	SimpleArgument(one of the largest single plant retail locations in the Western New York area,List([26, 103)))	Aladdin Cleaners Inc., is one of the largest single plant retail locations in the Western New York area.
0.8383054502364456		SimpleArgument(a family run business,List([28, 49)))	Relation(provides,List([55, 63)))	SimpleArgument(an upscale service for its upscale clientele,List([64, 108)))	Aladdin has a reputation as a family run business that provides an upscale service for its upscale clientele.
0.9383119524695255		SimpleArgument(Aladdin,List([0, 7)))	Relation(has,List([8, 11)))	SimpleArgument(a reputation as a family run business,List([12, 49)))	Aladdin has a reputation as a family run business that provides an upscale service for its upscale clientele.
0.3010306049122031	Context(The experience level of the personnel at Aladdin Cleaners allows them to focus,List([0, 78)))	SimpleArgument(them,List([65, 69)))	Relation(to focus on difficult issues such as spot removal cleaning,List([70, 78), [79, 81)))	SimpleArgument(high end garments such as formal ware,List([133, 170)))	The skill and experience level of the personnel at Aladdin Cleaners allows them to focus on difficult issues such as spot removal and cleaning high end garments such as suits, dresses, shirts, wedding gowns and formal ware.
0.9453909836548555		SimpleArgument(The experience level of the personnel at Aladdin Cleaners,List([0, 57)))	Relation(allows,List([58, 64)))	SimpleArgument(them to focus on difficult issues such as spot removal and cleaning high end garments such as formal ware,List([65, 170)))	The skill and experience level of the personnel at Aladdin Cleaners allows them to focus on difficult issues such as spot removal and cleaning high end garments such as suits, dresses, shirts, wedding gowns and formal ware.
0.3010306049122031	Context(The experience level of the personnel at Aladdin Cleaners allows them to focus,List([0, 78)))	SimpleArgument(them,List([65, 69)))	Relation(to focus on difficult issues such as spot removal cleaning,List([70, 78), [79, 81)))	SimpleArgument(high end garments such as wedding gowns,List([133, 172)))	The skill and experience level of the personnel at Aladdin Cleaners allows them to focus on difficult issues such as spot removal and cleaning high end garments such as suits, dresses, shirts, wedding gowns and formal ware.
0.9453909836548555		SimpleArgument(The experience level of the personnel at Aladdin Cleaners,List([0, 57)))	Relation(allows,List([58, 64)))	SimpleArgument(them to focus on difficult issues such as spot removal and cleaning high end garments such as wedding gowns,List([65, 172)))	The skill and experience level of the personnel at Aladdin Cleaners allows them to focus on difficult issues such as spot removal and cleaning high end garments such as suits, dresses, shirts, wedding gowns and formal ware.
0.5140598836732946	Context(The experience level of the personnel at Aladdin Cleaners allows,List([0, 64)))	SimpleArgument(them,List([65, 69)))	Relation(to focus on,List([70, 78), [79, 81)))	SimpleArgument(difficult issues such as spot removal and cleaning high end garments such as shirts,List([82, 165)))	The skill and experience level of the personnel at Aladdin Cleaners allows them to focus on difficult issues such as spot removal and cleaning high end garments such as suits, dresses, shirts, wedding gowns and formal ware.
0.9453909836548555		SimpleArgument(The experience level of the personnel at Aladdin Cleaners,List([0, 57)))	Relation(allows,List([58, 64)))	SimpleArgument(them to focus on difficult issues such as spot removal and cleaning high end garments such as shirts,List([65, 165)))	The skill and experience level of the personnel at Aladdin Cleaners allows them to focus on difficult issues such as spot removal and cleaning high end garments such as suits, dresses, shirts, wedding gowns and formal ware.
0.3010306049122031	Context(The experience level of the personnel at Aladdin Cleaners allows them to focus,List([0, 78)))	SimpleArgument(them,List([65, 69)))	Relation(to focus on difficult issues such as spot removal cleaning,List([70, 78), [79, 81)))	SimpleArgument(high end garments such as dresses,List([133, 166)))	The skill and experience level of the personnel at Aladdin Cleaners allows them to focus on difficult issues such as spot removal and cleaning high end garments such as suits, dresses, shirts, wedding gowns and formal ware.
0.39746064682094406	Context(The experience level of the personnel at Aladdin Cleaners allows,List([0, 64)))	SimpleArgument(them,List([65, 69)))	Relation(to focus on,List([70, 78), [79, 81)))	SimpleArgument(difficult issues such as spot removal,List([82, 119)))	The skill and experience level of the personnel at Aladdin Cleaners allows them to focus on difficult issues such as spot removal and cleaning high end garments such as suits, dresses, shirts, wedding gowns and formal ware.
0.9453909836548555		SimpleArgument(The experience level of the personnel at Aladdin Cleaners,List([0, 57)))	Relation(allows,List([58, 64)))	SimpleArgument(them to focus on difficult issues such as spot removal and cleaning high end garments such as dresses,List([65, 166)))	The skill and experience level of the personnel at Aladdin Cleaners allows them to focus on difficult issues such as spot removal and cleaning high end garments such as suits, dresses, shirts, wedding gowns and formal ware.
0.5140598836732946	Context(The experience level of the personnel at Aladdin Cleaners allows,List([0, 64)))	SimpleArgument(them,List([65, 69)))	Relation(to focus on,List([70, 78), [79, 81)))	SimpleArgument(difficult issues such as spot removal and cleaning high end garments such as suits,List([82, 164)))	The skill and experience level of the personnel at Aladdin Cleaners allows them to focus on difficult issues such as spot removal and cleaning high end garments such as suits, dresses, shirts, wedding gowns and formal ware.
0.9453909836548555		SimpleArgument(The experience level of the personnel at Aladdin Cleaners,List([0, 57)))	Relation(allows,List([58, 64)))	SimpleArgument(them to focus on difficult issues such as spot removal and cleaning high end garments such as suits,List([65, 164)))	The skill and experience level of the personnel at Aladdin Cleaners allows them to focus on difficult issues such as spot removal and cleaning high end garments such as suits, dresses, shirts, wedding gowns and formal ware.
0.3010306049122031	Context(The skill level of the personnel at Aladdin Cleaners allows them to focus,List([0, 73)))	SimpleArgument(them,List([60, 64)))	Relation(to focus on difficult issues such as spot removal cleaning,List([65, 73), [74, 76)))	SimpleArgument(high end garments such as formal ware,List([128, 165)))	The skill and experience level of the personnel at Aladdin Cleaners allows them to focus on difficult issues such as spot removal and cleaning high end garments such as suits, dresses, shirts, wedding gowns and formal ware.
0.9453909836548555		SimpleArgument(The skill level of the personnel at Aladdin Cleaners,List([0, 52)))	Relation(allows,List([53, 59)))	SimpleArgument(them to focus on difficult issues such as spot removal and cleaning high end garments such as formal ware,List([60, 165)))	The skill and experience level of the personnel at Aladdin Cleaners allows them to focus on difficult issues such as spot removal and cleaning high end garments such as suits, dresses, shirts, wedding gowns and formal ware.
