0.8942434158739456		SimpleArgument(people,List([29, 35)))	Relation(to make,List([36, 43)))	SimpleArgument(a lifetime of great financial decisions,List([44, 83)))	At Kearney Group, we empower people to make a lifetime of great financial decisions.
0.5926659981335703		SimpleArgument(we,List([18, 20)))	Relation(empower people At,List([0, 2), [21, 28), [29, 35)))	SpatialArgument(Kearney Group,List([3, 16)))	At Kearney Group, we empower people to make a lifetime of great financial decisions.
0.45170382506656653		SimpleArgument(we,List([18, 20)))	Relation(empower people to,List([21, 28), [29, 35), [36, 38)))	SimpleArgument(make a lifetime of great financial decisions,List([39, 83)))	At Kearney Group, we empower people to make a lifetime of great financial decisions.
0.45170382506656653		SimpleArgument(we,List([18, 20)))	Relation(empower,List([21, 28)))	SimpleArgument(people,List([29, 35)))	At Kearney Group, we empower people to make a lifetime of great financial decisions.
0.9320111551042786		SimpleArgument(a nationally recognised, multi-disciplinary practice,List([6, 58)))	Relation(specialising in,List([59, 71), [72, 74)))	SimpleArgument(holistic financial services,List([75, 102)))	We're a nationally recognised, multi-disciplinary practice specialising in holistic financial services.
0.6367319478431899		SimpleArgument(We,List([0, 2)))	Relation('re,List([2, 5)))	SimpleArgument(a nationally recognised, multi-disciplinary practice specialising in holistic financial services,List([6, 102)))	We're a nationally recognised, multi-disciplinary practice specialising in holistic financial services.
0.8686046105879486		SimpleArgument(OUR TEAM,List([0, 8)))	Relation(is led by,List([30, 36), [37, 39)))	SimpleArgument(CEO,List([40, 43)))	OUR TEAM Our 60-person team is based in the historic Skipping Girl Vinegar warehouse in Abbotsford (Melbourne) and led by Practice Founder and CEO, Paul Kearney.
0.38089450366724514		SimpleArgument(Paul Kearney,List([59, 71)))	Relation([is] Founder [of],List([49, 56)))	SimpleArgument(Practice,List([40, 48)))	OUR TEAM Our 60-person team is based in the historic Skipping Girl Vinegar warehouse in Abbotsford (Melbourne) and led by Practice Founder and CEO, Paul Kearney.
0.7058997392624731		SimpleArgument(OUR TEAM Our 60 - person team,List([0, 29)))	Relation(is led by,List([30, 36), [37, 39)))	SimpleArgument(Practice Founder,List([40, 56)))	OUR TEAM Our 60-person team is based in the historic Skipping Girl Vinegar warehouse in Abbotsford (Melbourne) and led by Practice Founder and CEO, Paul Kearney.
0.9919999837875366		SimpleArgument(60 - person team,List([0, 0)))	Relation(is based in,List([0, 0)))	SimpleArgument(the historic Skipping Girl Vinegar warehouse in Abbotsford ( Melbourne ),List(null))	OUR TEAM Our 60-person team is based in the historic Skipping Girl Vinegar warehouse in Abbotsford (Melbourne) and led by Practice Founder and CEO, Paul Kearney.
0.7058997392624731		SimpleArgument(OUR TEAM Our 60 - person team,List([0, 29)))	Relation(is based in,List([30, 38), [39, 41)))	SpatialArgument(the historic Skipping Girl Vinegar warehouse in Abbotsford,List([42, 100)))	OUR TEAM Our 60-person team is based in the historic Skipping Girl Vinegar warehouse in Abbotsford (Melbourne) and led by Practice Founder and CEO, Paul Kearney.
