0.8847641879927497		SimpleArgument(PLLC,List([16, 20)))	Relation([is] Law Center [of],List([4, 14)))	SimpleArgument(Pew,List([0, 3)))	Pew Law Center, PLLC
0.9425045380066825	Context(The attorneys at the Pew Law Center excel,List([0, 41)))	SimpleArgument(The attorneys at the Pew Law Center,List([0, 35)))	Relation(excel at taking,List([36, 41), [42, 51)))	SimpleArgument(stressful financial problems,List([52, 80)))	The attorneys at the Pew Law Center excel at taking stressful tax and financial problems and resolving them so you can live life again.
0.9425045380066825		SimpleArgument(The attorneys at the Pew Law Center,List([0, 35)))	Relation(excel at,List([36, 41), [42, 44)))	SimpleArgument(taking stressful financial problems,List([45, 80)))	The attorneys at the Pew Law Center excel at taking stressful tax and financial problems and resolving them so you can live life again.
0.9425045380066825	Context(The attorneys at the Pew Law Center excel,List([0, 41)))	SimpleArgument(The attorneys at the Pew Law Center,List([0, 35)))	Relation(excel at taking,List([36, 41), [42, 51)))	SimpleArgument(stressful tax,List([52, 65)))	The attorneys at the Pew Law Center excel at taking stressful tax and financial problems and resolving them so you can live life again.
0.9425045380066825		SimpleArgument(The attorneys at the Pew Law Center,List([0, 35)))	Relation(excel at,List([36, 41), [42, 44)))	SimpleArgument(taking stressful tax,List([45, 65)))	The attorneys at the Pew Law Center excel at taking stressful tax and financial problems and resolving them so you can live life again.
0.8953438782019931	Context(The attorneys at the Pew Law Center excel,List([0, 41)))	SimpleArgument(The attorneys at the Pew Law Center,List([0, 35)))	Relation(excel at resolving,List([36, 41), [42, 54)))	SimpleArgument(them,List([55, 59)))	The attorneys at the Pew Law Center excel at taking stressful tax and financial problems and resolving them so you can live life again.
0.8953438782019931		SimpleArgument(The attorneys at the Pew Law Center,List([0, 35)))	Relation(excel at resolving them so,List([36, 41), [42, 59), [60, 62)))	SimpleArgument(you can live life again,List([63, 86)))	The attorneys at the Pew Law Center excel at taking stressful tax and financial problems and resolving them so you can live life again.
0.8953438782019931		SimpleArgument(The attorneys at the Pew Law Center,List([0, 35)))	Relation(excel at,List([36, 41), [42, 44)))	SimpleArgument(resolving them,List([45, 59)))	The attorneys at the Pew Law Center excel at taking stressful tax and financial problems and resolving them so you can live life again.
0.3607472239201407		SimpleArgument(you,List([63, 66)))	Relation(can live life,List([67, 75), [76, 80)))	TemporalArgument(again,List([81, 86)))	The attorneys at the Pew Law Center excel at taking stressful tax and financial problems and resolving them so you can live life again.
0.6155020116081594		SimpleArgument(you,List([63, 66)))	Relation(can live,List([67, 75)))	SimpleArgument(life,List([76, 80)))	The attorneys at the Pew Law Center excel at taking stressful tax and financial problems and resolving them so you can live life again.
0.6063680929690907		SimpleArgument(Our team of lawyers,List([0, 19)))	Relation(is,List([20, 22)))	SimpleArgument(prepared to eliminate your debt through tax mediation,List([23, 76)))	Our team of lawyers is prepared to eliminate your debt through bankruptcy and tax mediation.
0.49533393334462156		SimpleArgument(Our team of lawyers,List([0, 19)))	Relation(to eliminate,List([32, 44)))	SimpleArgument(your debt,List([45, 54)))	Our team of lawyers is prepared to eliminate your debt through bankruptcy and tax mediation.
0.6063680929690907		SimpleArgument(Our team of lawyers,List([0, 19)))	Relation(is,List([20, 22)))	SimpleArgument(prepared to eliminate your debt through bankruptcy,List([23, 73)))	Our team of lawyers is prepared to eliminate your debt through bankruptcy and tax mediation.
0.41051436014453063		SimpleArgument(we,List([48, 50)))	Relation(to guide you through,List([60, 68), [69, 72), [73, 80)))	SimpleArgument(these important matters,List([81, 104)))	Whether you are stressed out by crushing debt, going up against the government regarding taxes or penalties owed, a business owner trying to navigate our legal system, or planning to take care of your family if something were ever to happen to you, we are here to help and guide you through these difficult and important matters.
0.30899953469486874		SimpleArgument(we,List([48, 50)))	Relation(are here to,List([51, 54), [55, 59), [60, 62)))	SimpleArgument(guide you through these important matters,List([63, 104)))	Whether you are stressed out by crushing debt, going up against the government regarding taxes or penalties owed, a business owner trying to navigate our legal system, or planning to take care of your family if something were ever to happen to you, we are here to help and guide you through these difficult and important matters.
0.41051436014453063		SimpleArgument(we,List([48, 50)))	Relation(to guide you through,List([60, 68), [69, 72), [73, 80)))	SimpleArgument(these difficult matters,List([81, 104)))	Whether you are stressed out by crushing debt, going up against the government regarding taxes or penalties owed, a business owner trying to navigate our legal system, or planning to take care of your family if something were ever to happen to you, we are here to help and guide you through these difficult and important matters.
0.2743125465364158		SimpleArgument(we,List([48, 50)))	Relation(to guide,List([60, 68)))	SimpleArgument(you,List([69, 72)))	Whether you are stressed out by crushing debt, going up against the government regarding taxes or penalties owed, a business owner trying to navigate our legal system, or planning to take care of your family if something were ever to happen to you, we are here to help and guide you through these difficult and important matters.
