0.7620504401319312		SimpleArgument(Our factory covering an area of 7000 sqm,List([0, 40)))	Relation(is located in,List([42, 52), [53, 55)))	SpatialArgument(the inland city of Quzhou,List([56, 81)))	Our factory covering an area of 7000 sqm, is located in the inland city of Quzhou.
0.6381012045821894		SimpleArgument(Our factory,List([0, 11)))	Relation(covering,List([12, 20)))	SimpleArgument(an area of 7000 sqm,List([21, 40)))	Our factory covering an area of 7000 sqm, is located in the inland city of Quzhou.
0.7005288659799959		SimpleArgument(Our company,List([0, 11)))	Relation(has,List([12, 15)))	SimpleArgument(the advantages of abundant labor resources,List([16, 58)))	Our company has the advantages of abundant labor resources, professional production lines and convenient transportation.
0.789535691502376		SimpleArgument(Our company,List([0, 11)))	Relation(has,List([12, 15)))	SimpleArgument(the advantages of abundant labor resources , professional production lines,List([16, 90)))	Our company has the advantages of abundant labor resources, professional production lines and convenient transportation.
0.41763505952380825		SimpleArgument(We,List([0, 2)))	Relation(can ensure,List([3, 13)))	SimpleArgument(the efficient production & transportation of our high quality products,List([14, 84)))	We can ensure the efficient production & transportation of our high quality products.
0.8919658476537646		SimpleArgument(Quality,List([0, 7)))	Relation(is,List([8, 10)))	SimpleArgument(our core,List([11, 19)))	Quality is our core.
0.8533085736414393		SimpleArgument(Innovation,List([2, 12)))	Relation(is,List([15, 17)))	SimpleArgument(our motto,List([25, 34)))	'Sincerity, Trustworthiness and Innovation' is always our motto.
0.7685738229242312		SimpleArgument(Innovation,List([2, 12)))	Relation(is our motto,List([15, 17), [25, 34)))	TemporalArgument(always,List([18, 24)))	'Sincerity, Trustworthiness and Innovation' is always our motto.
0.8109693213247162		SimpleArgument(Trustworthiness,List([2, 17)))	Relation(is,List([20, 22)))	SimpleArgument(our motto,List([30, 39)))	'Sincerity, Trustworthiness and Innovation' is always our motto.
0.7100869950053089		SimpleArgument(Trustworthiness,List([2, 17)))	Relation(is our motto,List([20, 22), [30, 39)))	TemporalArgument(always,List([23, 29)))	'Sincerity, Trustworthiness and Innovation' is always our motto.
0.8533085736414393		SimpleArgument(Sincerity,List([2, 11)))	Relation(is,List([14, 16)))	SimpleArgument(our motto,List([24, 33)))	'Sincerity, Trustworthiness and Innovation' is always our motto.
0.7685738229242312		SimpleArgument(Sincerity,List([2, 11)))	Relation(is our motto,List([14, 16), [24, 33)))	TemporalArgument(always,List([17, 23)))	'Sincerity, Trustworthiness and Innovation' is always our motto.
0.6052565949327262	Context(abundant labor resources guarantee services are 4 ) Our design team works,List([164, 286)))	SimpleArgument(4 ) Our design team,List([254, 273)))	Relation(works on offering,List([281, 286), [287, 298)))	SimpleArgument(creative outdoor products for customers Less,List([299, 343)))	With 10 years of experience, solid technical foundation, advanced production lines and enthusiastic staff members, we are able to provide customers from all over the world with the best products and the best price.Our advantages: 1) Inland abundant labor resources guarantee highly efficient production 2) High quality, competitive prices and good services 3) OEM and ODM services are available 4) Our design team always works on offering creative outdoor products for customers                                Less
0.4912293047389368	Context(abundant labor resources guarantee services are,List([164, 243)))	SimpleArgument(4 ) Our design team,List([254, 273)))	Relation(works on offering creative outdoor products for customers Less,List([281, 286), [287, 343)))	TemporalArgument(always,List([274, 280)))	With 10 years of experience, solid technical foundation, advanced production lines and enthusiastic staff members, we are able to provide customers from all over the world with the best products and the best price.Our advantages: 1) Inland abundant labor resources guarantee highly efficient production 2) High quality, competitive prices and good services 3) OEM and ODM services are available 4) Our design team always works on offering creative outdoor products for customers                                Less
0.6052565949327262	Context(abundant labor resources guarantee services are,List([164, 243)))	SimpleArgument(4 ) Our design team,List([254, 273)))	Relation(works on,List([281, 286), [287, 289)))	SimpleArgument(offering creative outdoor products for customers Less,List([290, 343)))	With 10 years of experience, solid technical foundation, advanced production lines and enthusiastic staff members, we are able to provide customers from all over the world with the best products and the best price.Our advantages: 1) Inland abundant labor resources guarantee highly efficient production 2) High quality, competitive prices and good services 3) OEM and ODM services are available 4) Our design team always works on offering creative outdoor products for customers                                Less
0.6052565949327262	Context(abundant labor resources guarantee 4 ) Our design team works,List([164, 281)))	SimpleArgument(4 ) Our design team,List([249, 268)))	Relation(works on offering,List([276, 281), [282, 293)))	SimpleArgument(creative outdoor products for customers Less,List([294, 338)))	With 10 years of experience, solid technical foundation, advanced production lines and enthusiastic staff members, we are able to provide customers from all over the world with the best products and the best price.Our advantages: 1) Inland abundant labor resources guarantee highly efficient production 2) High quality, competitive prices and good services 3) OEM and ODM services are available 4) Our design team always works on offering creative outdoor products for customers                                Less
0.6052565949327262	Context(4 ) Our design team works,List([253, 285)))	SimpleArgument(4 ) Our design team,List([253, 272)))	Relation(works on offering,List([280, 285), [286, 297)))	SimpleArgument(creative outdoor products for customers Less,List([298, 342)))	With 10 years of experience, solid technical foundation, advanced production lines and enthusiastic staff members, we are able to provide customers from all over the world with the best products and the best price.Our advantages: 1) Inland abundant labor resources guarantee highly efficient production 2) High quality, competitive prices and good services 3) OEM and ODM services are available 4) Our design team always works on offering creative outdoor products for customers                                Less
0.6052565949327262	Context(abundant labor resources guarantee 4 ) Our design team works,List([164, 291)))	SimpleArgument(4 ) Our design team,List([259, 278)))	Relation(works on offering,List([286, 291), [292, 303)))	SimpleArgument(creative outdoor products for customers Less,List([304, 348)))	With 10 years of experience, solid technical foundation, advanced production lines and enthusiastic staff members, we are able to provide customers from all over the world with the best products and the best price.Our advantages: 1) Inland abundant labor resources guarantee highly efficient production 2) High quality, competitive prices and good services 3) OEM and ODM services are available 4) Our design team always works on offering creative outdoor products for customers                                Less
0.716524217511846	Context(abundant labor resources guarantee,List([164, 198)))	SimpleArgument(good services,List([231, 244)))	Relation(are,List([245, 248)))	SimpleArgument(available,List([249, 258)))	With 10 years of experience, solid technical foundation, advanced production lines and enthusiastic staff members, we are able to provide customers from all over the world with the best products and the best price.Our advantages: 1) Inland abundant labor resources guarantee highly efficient production 2) High quality, competitive prices and good services 3) OEM and ODM services are available 4) Our design team always works on offering creative outdoor products for customers                                Less
0.8681157262109467		SimpleArgument(abundant labor resources,List([164, 188)))	Relation(guarantee,List([189, 198)))	SimpleArgument(good services are available,List([231, 258)))	With 10 years of experience, solid technical foundation, advanced production lines and enthusiastic staff members, we are able to provide customers from all over the world with the best products and the best price.Our advantages: 1) Inland abundant labor resources guarantee highly efficient production 2) High quality, competitive prices and good services 3) OEM and ODM services are available 4) Our design team always works on offering creative outdoor products for customers                                Less
0.6052565949327262	Context(abundant labor resources guarantee 4 ) Our design team works,List([164, 296)))	SimpleArgument(4 ) Our design team,List([264, 283)))	Relation(works on offering,List([291, 296), [297, 308)))	SimpleArgument(creative outdoor products for customers Less,List([309, 353)))	With 10 years of experience, solid technical foundation, advanced production lines and enthusiastic staff members, we are able to provide customers from all over the world with the best products and the best price.Our advantages: 1) Inland abundant labor resources guarantee highly efficient production 2) High quality, competitive prices and good services 3) OEM and ODM services are available 4) Our design team always works on offering creative outdoor products for customers                                Less
0.6052565949327262	Context(abundant labor resources guarantee 4 ) Our design team works,List([164, 290)))	SimpleArgument(4 ) Our design team,List([258, 277)))	Relation(works on offering,List([285, 290), [291, 302)))	SimpleArgument(creative outdoor products for customers Less,List([303, 347)))	With 10 years of experience, solid technical foundation, advanced production lines and enthusiastic staff members, we are able to provide customers from all over the world with the best products and the best price.Our advantages: 1) Inland abundant labor resources guarantee highly efficient production 2) High quality, competitive prices and good services 3) OEM and ODM services are available 4) Our design team always works on offering creative outdoor products for customers                                Less
0.9205797349738672	Context(abundant labor resources guarantee,List([164, 198)))	SimpleArgument(enthusiastic staff members,List([30, 56)))	Relation(are able to provide customers from all over the world with the best price.Our advantages With,List([0, 4), [62, 139), [140, 150)))	TemporalArgument(10 years of experience,List([5, 27)))	With 10 years of experience, solid technical foundation, advanced production lines and enthusiastic staff members, we are able to provide customers from all over the world with the best products and the best price.Our advantages: 1) Inland abundant labor resources guarantee highly efficient production 2) High quality, competitive prices and good services 3) OEM and ODM services are available 4) Our design team always works on offering creative outdoor products for customers                                Less
