0.9618362056209749	Context(Positive Environment Established,List([230, 262)))	SimpleArgument(Adult and Childrens Classes (including Mommy/Daddy/Me Class); Professional Instruction; Newly Renovated Facility with 2 Training Floors; Unlimited Monthly Classes; Beginner Classes,List([40, 220)))	Relation(Offered,List([221, 228)))		Traditional Japanese Karate since 1976; Adult and Childrens Classes (including Mommy/Daddy/Me Class); Professional Instruction; Newly Renovated Facility with 2 Training Floors; Unlimited Monthly Classes; Beginner Classes Offered; Positive Environment Established in 1976.
0.7809223350826754		SimpleArgument(Positive Environment,List([230, 250)))	Relation(Established in,List([251, 262), [263, 265)))	TemporalArgument(1976,List([266, 270)))	Traditional Japanese Karate since 1976; Adult and Childrens Classes (including Mommy/Daddy/Me Class); Professional Instruction; Newly Renovated Facility with 2 Training Floors; Unlimited Monthly Classes; Beginner Classes Offered; Positive Environment Established in 1976.
0.9205578370056476		SimpleArgument(a traditional Japanese style of karate,List([16, 54)))	Relation(founded by,List([56, 63), [64, 66)))	SimpleArgument(world renowned 9th degree blackbelt,List([67, 102)))	Seido Karate is a traditional Japanese style of karate, founded by world renowned 9th degree blackbelt, Kaicho Tadashi Nakamura.
0.9699974998635915		SimpleArgument(Seido Karate,List([0, 12)))	Relation(is,List([13, 15)))	SimpleArgument(a traditional Japanese style of karate, founded by world renowned 9th degree blackbelt, Kaicho Tadashi Nakamura,List([16, 127)))	Seido Karate is a traditional Japanese style of karate, founded by world renowned 9th degree blackbelt, Kaicho Tadashi Nakamura.
0.8803909460009461		SimpleArgument(training,List([0, 8)))	Relation(reflects,List([9, 17)))	SimpleArgument(the essence of what he has learned about the martial arts in over 50 years of teaching,List([18, 104)))	Seido's unique philosophy and training reflects the essence of what he has learned about the martial arts in over 50 years of study, practice, and teaching.
0.8803909460009461		SimpleArgument(training,List([0, 8)))	Relation(reflects,List([9, 17)))	SimpleArgument(the essence of what he has learned about the martial arts in over 50 years of practice,List([18, 104)))	Seido's unique philosophy and training reflects the essence of what he has learned about the martial arts in over 50 years of study, practice, and teaching.
0.8803909460009461		SimpleArgument(training,List([0, 8)))	Relation(reflects,List([9, 17)))	SimpleArgument(the essence of what he has learned about the martial arts in over 50 years of study,List([18, 101)))	Seido's unique philosophy and training reflects the essence of what he has learned about the martial arts in over 50 years of study, practice, and teaching.
0.45170382506656653		SimpleArgument(he,List([56, 58)))	Relation(has learned about,List([59, 70), [71, 76)))	SimpleArgument(the martial arts in over 50 years of teaching,List([77, 122)))	Seido's unique philosophy and training reflects the essence of what he has learned about the martial arts in over 50 years of study, practice, and teaching.
0.9302479618414705		SimpleArgument(Seido 's unique philosophy,List([0, 26)))	Relation(reflects,List([27, 35)))	SimpleArgument(the essence of what he has learned about the martial arts in over 50 years of teaching,List([36, 122)))	Seido's unique philosophy and training reflects the essence of what he has learned about the martial arts in over 50 years of study, practice, and teaching.
0.45170382506656653		SimpleArgument(he,List([56, 58)))	Relation(has learned about,List([59, 70), [71, 76)))	SimpleArgument(the martial arts in over 50 years of practice,List([77, 122)))	Seido's unique philosophy and training reflects the essence of what he has learned about the martial arts in over 50 years of study, practice, and teaching.
0.9302479618414705		SimpleArgument(Seido 's unique philosophy,List([0, 26)))	Relation(reflects,List([27, 35)))	SimpleArgument(the essence of what he has learned about the martial arts in over 50 years of practice,List([36, 122)))	Seido's unique philosophy and training reflects the essence of what he has learned about the martial arts in over 50 years of study, practice, and teaching.
0.45170382506656653		SimpleArgument(he,List([56, 58)))	Relation(has learned about,List([59, 70), [71, 76)))	SimpleArgument(the martial arts in over 50 years of study,List([77, 119)))	Seido's unique philosophy and training reflects the essence of what he has learned about the martial arts in over 50 years of study, practice, and teaching.
0.9302479618414705		SimpleArgument(Seido 's unique philosophy,List([0, 26)))	Relation(reflects,List([27, 35)))	SimpleArgument(the essence of what he has learned about the martial arts in over 50 years of study,List([36, 119)))	Seido's unique philosophy and training reflects the essence of what he has learned about the martial arts in over 50 years of study, practice, and teaching.
0.8560934582575079		SimpleArgument(The physical training in Seido,List([0, 30)))	Relation(can be,List([31, 37)))	SimpleArgument(strenuous,List([38, 47)))	The physical training in Seido can be strenuous, emphasizing progressive development of strength, flexibility and aerobic capacity.
0.9197759696552441		SimpleArgument(Seido,List([77, 82)))	Relation(aims to,List([83, 87), [88, 90)))	SimpleArgument(develop individuals of the highest moral character,List([91, 141)))	In addition to developing students with the highest level of physical skill, Seido aims to develop individuals of the highest moral character.
0.934014400636433	Context(Seido prides,List([0, 12)))	SimpleArgument(Seido,List([0, 5)))	Relation(prides itself in keeping,List([6, 12), [13, 22)))	SimpleArgument(this balanced training of the spirit in a positive environment,List([31, 93)))	Seido prides itself in keeping this balanced training of the mind, body and spirit in a positive environment.
0.934014400636433		SimpleArgument(Seido,List([0, 5)))	Relation(prides itself in,List([6, 12), [13, 19), [20, 22)))	SimpleArgument(keeping this balanced training of the spirit in a positive environment,List([23, 93)))	Seido prides itself in keeping this balanced training of the mind, body and spirit in a positive environment.
