0.7535117993595638		SimpleArgument(a family business,List([7, 24)))	Relation(started in,List([40, 47), [48, 50)))	TemporalArgument(2012,List([51, 55)))	We are a family business (mom/son) that started in 2012.
0.3255094774798389		SimpleArgument(We,List([0, 2)))	Relation(are,List([3, 6)))	SimpleArgument(a family business (mom/son) that started in 2012,List([7, 55)))	We are a family business (mom/son) that started in 2012.
0.3458137171542221	Context(Mom 's son-in-law said,List([71, 101)))	SimpleArgument(he,List([102, 104)))	Relation(wanted,List([105, 111)))	SimpleArgument(wisdom,List([114, 120)))	It arose out of a tongue and cheek reply to 'what do you want for Christmas' from Mom's son-in-law who ...said he wanted 'wisdom'.
0.830889828946889		SimpleArgument(Mom 's son-in-law,List([71, 88)))	Relation(said,List([97, 101)))	SimpleArgument(he wanted ' wisdom,List([102, 120)))	It arose out of a tongue and cheek reply to 'what do you want for Christmas' from Mom's son-in-law who ...said he wanted 'wisdom'.
0.46321337686369213		SimpleArgument(It,List([0, 2)))	Relation(arose out,List([3, 8), [9, 12)))	SimpleArgument(of cheek reply to ' what do you want for Christmas ' from Mom 's son-in-law,List([13, 88)))	It arose out of a tongue and cheek reply to 'what do you want for Christmas' from Mom's son-in-law who ...said he wanted 'wisdom'.
0.45170382506656653		SimpleArgument(It,List([0, 2)))	Relation(arose out,List([3, 8), [9, 12)))	SimpleArgument(of a tongue,List([13, 24)))	It arose out of a tongue and cheek reply to 'what do you want for Christmas' from Mom's son-in-law who ...said he wanted 'wisdom'.
0.9388691615479727		SimpleArgument(a line of products table top artwork,List([15, 51)))	Relation(providing,List([54, 63)))	SimpleArgument(an answer from the word of God,List([64, 94)))	From that came a decorative print of wisdom scripture (the Christmas present) and a line of products (shirts, coffee mugs, tumblers, and table top artwork) all asking 'got wisdom?' and providing an answer from the word of God.
0.5682555286682759		SimpleArgument(From that,List([0, 9)))	Relation(came,List([10, 14)))	SimpleArgument(a line of products table top artwork,List([15, 51)))	From that came a decorative print of wisdom scripture (the Christmas present) and a line of products (shirts, coffee mugs, tumblers, and table top artwork) all asking 'got wisdom?' and providing an answer from the word of God.
0.6785352853597559		SimpleArgument(From that,List([0, 9)))	Relation(came,List([10, 14)))	SimpleArgument(a line of products table top artwork ) all asking ' got wisdom ? ',List([15, 81)))	From that came a decorative print of wisdom scripture (the Christmas present) and a line of products (shirts, coffee mugs, tumblers, and table top artwork) all asking 'got wisdom?' and providing an answer from the word of God.
0.9180804252893389		SimpleArgument(products tumblers,List([25, 42)))	Relation(providing,List([43, 52)))	SimpleArgument(an answer from the word of God,List([53, 83)))	From that came a decorative print of wisdom scripture (the Christmas present) and a line of products (shirts, coffee mugs, tumblers, and table top artwork) all asking 'got wisdom?' and providing an answer from the word of God.
0.5682555286682759		SimpleArgument(From that,List([0, 9)))	Relation(came,List([10, 14)))	SimpleArgument(a line of products tumblers,List([15, 42)))	From that came a decorative print of wisdom scripture (the Christmas present) and a line of products (shirts, coffee mugs, tumblers, and table top artwork) all asking 'got wisdom?' and providing an answer from the word of God.
0.8976312674434143		SimpleArgument(a line of products tumblers,List([15, 42)))	Relation(asking,List([47, 53)))	SimpleArgument(got wisdom,List([56, 66)))	From that came a decorative print of wisdom scripture (the Christmas present) and a line of products (shirts, coffee mugs, tumblers, and table top artwork) all asking 'got wisdom?' and providing an answer from the word of God.
0.6785352853597559		SimpleArgument(From that,List([0, 9)))	Relation(came,List([10, 14)))	SimpleArgument(a line of products tumblers all asking ' got wisdom ? ',List([15, 70)))	From that came a decorative print of wisdom scripture (the Christmas present) and a line of products (shirts, coffee mugs, tumblers, and table top artwork) all asking 'got wisdom?' and providing an answer from the word of God.
0.9250606141558615		SimpleArgument(products coffee mugs,List([25, 45)))	Relation(providing,List([46, 55)))	SimpleArgument(an answer from the word of God,List([56, 86)))	From that came a decorative print of wisdom scripture (the Christmas present) and a line of products (shirts, coffee mugs, tumblers, and table top artwork) all asking 'got wisdom?' and providing an answer from the word of God.
